complaint_id,complaint_url,hotel_name,area,complaint_title,complaint_text,complaint_date_raw,view_count,support_count,category,product_name,company_response_exists,company_response_date,company_response_text,progress_exists,progress_date,progress_text,user_reply_count,first_user_reply_date,first_user_reply_text,source_page,entity_match_status,entity_match_reason,collected_at
selectum-collection-hotel-bodrum-sorun-yasama,https://www.sikayetvar.com/selectum-hotels/selectum-collection-hotel-bodrum-sorun-yasama,Selectum Colours Bodrum,Gümbet,Selectum Collection Hotel Bodrum Sorun Yaşama,Bodrum otellerden birinde tatil aldık 5 yıldızlı otel konseptinde ama bir bebek bir çocuk bir de yetişkin üç kişiye o kadar kötü ve kirli oda verildi ki değiştirmediler itirazıma rağmen. Sonra kapı problemi yaşamaya başladık defalarca kart ve kilit değiştirmelerine rağmen bizi ısrarla o kötü odada tutmaya devam etti. Sözde yetkililer bile o kadar alakasız davrandılar ki asla çözüm odaklı değildi. En son oteli terk ettirme seviyesine geldikten sonra hali hazırda nispeten daha iyi ve daha temiz bizden esirgedikleri odaya geçirdiler ama ben ilk iki gün bu sorunlarla uğraştım maalesef. Ayrıca yemekleri de başta çok kötüydü asla 5 yıldıza layık değildi restoran başındaki şefler garsonlar bile adeta saygısızca davranıyorlardı. Nitekim 15 günlük tatilimi erken sonlandırmak zorunda kaldığım halde bir günlük kalma ücret talebimi de bütün bu olumsuzluklara rağmen asla çözümcül olamayan müşteri hizmetleri ve otel yönetimi tarafından reddedildim. En azından bir günlük ücret iadesi talep ediyorum.,16 Temmuz 2025 08:41,1.878,,,,False,,,False,,,0,,,https://www.sikayetvar.com/selectum-hotels/selectum-bodrum,EXCLUDED_OTHER_SELECTUM_PROPERTY,Matched exclusion term: 'selectum collection',2026-08-25T10:06:30.539638+00:00
bodrumda-kotu-hijyen-ve-yetersiz-hizmet-deneyimi,https://www.sikayetvar.com/selectum-hotels/bodrumda-kotu-hijyen-ve-yetersiz-hizmet-deneyimi,Selectum Colours Bodrum,Gümbet,Bodrum'da Kötü Hijyen Ve Yetersiz Hizmet Deneyimi,"3 gün Selectum Colours Bodrum Otel'de kaldık. Bugün ayrıldık, çok şükür. Odamızda böcekler ve karıncalar dolaşıyordu. Restoran kısmının tuvaleti pislik içindeydi. 3 gün boyunca öğlen ve akşam aralıksız ızgara köfte çıktı. Son gece et döner vardı, fakat yemek saati 21:30'da bitmesine rağmen saat 21:00'de döner bitti ve yenilenmeyeceği söylendi. Ultra her şey dahil konseptini geçtim, yarım pansiyon otellerde bile böyle bir şey görmedim. Yemek kalitesi çok kötüydü. Eşim dün akşam fıstıklı tatlı yedi, fıstık kabukları dişini kırdı, şu an diş hekimi randevusu arıyoruz. Plajda şezlong yok, sürekli yer aramak zorunda kaldık. Personel yüzümüze bakmadı. Şikayetimizi iletebileceğimiz herhangi bir yetkili yoktu. Google üzerinden yorum yapıyoruz, cevap veren yok; ancak olumlu yorumlara çok hızlı cevap veriliyor. Akdeniz'in ve Ege'nin belediye plajlarında, sosyal tesislerinde çok daha uygun fiyata daha iyi hizmet alabilirsiniz. Bir dünya para verip geldik, burnumuzdan geldi.",15 Temmuz 2025 16:36,1.592,,,,False,,,False,,,0,,,https://www.sikayetvar.com/selectum-hotels/selectum-bodrum,MATCHED,Matched explicit reference: 'selectum colours bodrum',2026-08-25T10:06:30.539638+00:00
selectum-hotels-muthis-balayi-avantajlari,https://www.sikayetvar.com/selectum-hotels/selectum-hotels-muthis-balayi-avantajlari,Selectum Colours Bodrum,Gümbet,Müthiş Balayi Avantajları,"Ekim ayında balayı için otel arayışındayken hem tesis hem de balayı avantajları için Gümbet'te bulunan Selectum Colours Bodrum Oteli'ni tercih ettik. Rezervasyonu balayı olarak belirterek yaptırdık. Gelmeden iki gün önce arayıp yine teyitleştik ancak otele vardığımızda resmen şoka uğradım. Bizim için ayrılan odada süsleme ve balayı ayrıcalıklarıyla karşılaşmayı planlarken muhtemelen depo kapısı olan ardiyeden bozma bir oda verdiler. Gerçekten bayağı kötüydü ve moralimiz çok bozuldu, yine de bir şey söylemedik. Ala carte için resepsiyonla konuşurken sorduk ve balayı olduğunu belirtmediniz dediler. Şaka gibi, isterseniz odadan çıktığınızda süsleyelim dediler. Onu da biz istemedik artık. Yani balayı ayrıcalıkları için seçtiğim otelde hiçbir ayrıcalıktan yararlanamadım. Beklentiye girmeden tercih ederseniz daha mutlu olabilirsiniz.",20 Haziran 2024 22:57,2.878,,,,False,,,False,,,0,,,https://www.sikayetvar.com/selectum-hotels/selectum-bodrum,MATCHED,Matched explicit reference: 'selectum colours bodrum',2026-08-25T10:06:30.539638+00:00
selectum-colours-bodrum-otel,https://www.sikayetvar.com/selectum-hotels/selectum-colours-bodrum-otel,Selectum Colours Bodrum,Gümbet,Selectum Colours Bodrum Otel,"Selectum Colours Bodrum otelde 2 gecedir konaklıyorum. Önceki şikayetleri gördüğümde fiyat-performans olarak düşünüp önemsememiştim fakat hayatımda gittiğim en kötü otellerden birisi. Odamızdan böcek çıktı, odalar çok kirli ve saç dolu yerler var. Garsonlar her yerde yok, olanlar da aşırı kaba. Havuz barda 2 gündür oturarak cam fincanda kahve verilirken bugün bardak yıkamamak için köpük bardak uygulamasına geçtiklerini söylüyorlar. Bahane olarak da cam servisin insan sağlığına zararlı olduğunu savunuyorlar. Müşteri ilişkilerine şikayete gittiğimde asla yardımcı bir tavırla yaklaşılmıyor. Bu kadar kötü olduğunu bilseydik asla gelmezdik.",9 Haziran 2024 12:08,3.217,,,,False,,,False,,,0,,,https://www.sikayetvar.com/selectum-hotels/selectum-bodrum,MATCHED,Matched explicit reference: 'selectum colours bodrum',2026-08-25T10:06:30.539638+00:00
selectum-hotels-boru-patlamasi-nedeniyle-su-basti-ve-akabinde-elektrikler-kesildi,https://www.sikayetvar.com/selectum-hotels/selectum-hotels-boru-patlamasi-nedeniyle-su-basti-ve-akabinde-elektrikler-kesildi,Selectum Colours Bodrum,Gümbet,Boru Patlaması Nedeniyle Su Bastı Ve Akabinde Elektrikler Kesildi,"29 Temmuz Çarşamba günü saat 14.00 sularında Selectum Colours Side otelinde kaldığım balkonsuz standart 2441 numaralı odamızı boru patlaması nedeniyle su bastı ve akabinde elektrikler kesildi. Tatil için geldiğimiz otelde böyle bir durumla karşılaşmak bizim için son derece tatsız ve rahatsız edici oldu.
Otel yönetimi ve çalışanlar durumla ilgilendi ancak yaşanan olayın kendisi tatil konforumuzu ciddi şekilde etkiledi. Tatilde iken odanın su basması ve elektrik kesintisi hem güvenlik açısından endişe verici hem de konaklama deneyimini bozucu bir durumdur.
Bu nedenle bundan sonraki misafirlerin benzer bir mağduriyet yaşamaması için bakım ve kontrollerin daha dikkatli yapılmasını ve yaşadığımız bu olumsuz deneyimin de dikkate alınarak tarafımıza uygun bir jest veya telafi sunulmasını talep ediyorum.",3 Ağustos 09:04,229,,,,False,,,False,,,0,,,https://www.sikayetvar.com/selectum-hotels/selectum-colours,EXCLUDED_OTHER_SELECTUM_PROPERTY,Matched exclusion term: 'colours side',2026-08-25T10:06:33.153604+00:00
web-sitesinde-gorulen-fiyat-ile-cagri-merkezinin-fiyati-arasindaki-buyuk-uyusmazlik,https://www.sikayetvar.com/selectum-hotels/web-sitesinde-gorulen-fiyat-ile-cagri-merkezinin-fiyati-arasindaki-buyuk-uyusmazlik,Selectum Colours Bodrum,Gümbet,Web Sitesinde Görülen Fiyat İle Çağrı Merkezinin Fiyatı Arasındaki Büyük Uyuşmazlık,"21–27 Haziran tarihleri arasında 2 yetişkin 1 bebek için Selectum Colours Side oteline rezervasyon yapmak üzere otelin kendi web sitesine girdim. Web sitesinde standart oda için toplam 46.242 TL fiyat gördüm ve bu fiyattan rezervasyon yapmak istedim. Ödeme adımına geçtiğimde tutar euro olarak gösterildi, ancak o anki kurla hesapladığımda tl karşılığı yine yaklaşık aynı fiyata denk geliyordu, bu kısımda bir sorun yaşamadım.
Daha sonra hem yazılı olarak hem telefonla müşteri hizmetlerine ulaştım. Aynı tarih ve oda için bana web sitesinde gördüğüm fiyattan yaklaşık 10.000 TL daha yüksek bir fiyat verdiler. Bunun sebebini sorduğumda, ben Türkiye’de yaşamama ve Türkçe tarayıcı üzerinden giriş yapmama rağmen, “yurt dışı fiyatıdır” şeklinde bir açıklama yaptılar. Aynı oda ve tarih için web sitesinde gördüğüm fiyat ile çağrı merkezinin verdiği fiyat arasında ciddi bir fark olmasına rağmen bu farkı makul şekilde izah etmediler.
Ben, web sitesinde gördüğüm 46.242 TL tutar üzerinden rezervasyonumun yapılmasını ve fiyat politikasındaki bu tutarsızlığın düzeltilmesini talep ediyorum. Aynı tarih ve oda için farklı kanallarda bu kadar farklı fiyatlar verilmesinin hem tüketici açısından mağduriyet oluşturduğunu hem de güven kırıcı olduğunu düşünüyorum.",6 Haziran 22:36,1.508,,,,False,,,False,,,1,8 Haziran 22:45,İletişim yok müşteri memnuniyeti de umurların da değil,https://www.sikayetvar.com/selectum-hotels/selectum-colours,EXCLUDED_OTHER_SELECTUM_PROPERTY,Matched exclusion term: 'colours side',2026-08-25T10:06:33.153604+00:00
fatura-teslim-edilmedi-yemeklerde-ve-hizmette-ciddi-sorunlar-yasadik,https://www.sikayetvar.com/selectum-hotels/fatura-teslim-edilmedi-yemeklerde-ve-hizmette-ciddi-sorunlar-yasadik,Selectum Colours Bodrum,Gümbet,"Fatura Teslim Edilmedi, Yemeklerde Ve Hizmette Ciddi Sorunlar Yaşadık","10-14 Ağustos 2025 tarihlerinde Selectum Colours Bodrum’da konakladık. Otelden 14.08.2025 tarihinde ayrıldık ve tarafımıza herhangi bir fatura iletilmedi. Üzerinden bir ayı aşkın süre geçmesine rağmen, kredi kartı ile ödediğimiz 54 bin TL’lik tutara ait fatura hâlâ tarafımıza gönderilmedi. Bu süreçte hem WhatsApp hem de telefon yoluyla defalarca iletişime geçtik, her seferinde “Muhasebeye ilettik, dönüş bekliyoruz” yanıtı aldık ancak hiçbir şekilde çözüm sunulmadı.
Ayrıca, konaklama sırasında yemeklerle ilgili ciddi memnuniyetsizlikler yaşadık. Yemekler yetersizdi, tatlılar oldukça kötüydü ve yemek alanları yetersiz olduğu için kalabalıkta yer bulmakta büyük zorluk yaşadık.
Faturamın acilen, güncel tarihli olarak tarafıma iletilmesini ve yaşanan aksaklıklarla ilgili yetkililerden düzgün bir özür bekliyorum.",14 Eylül 2025 12:32,611,,,,False,,,False,,,0,,,https://www.sikayetvar.com/selectum-hotels/selectum-colours,MATCHED,Matched explicit reference: 'selectum colours bodrum',2026-08-25T10:06:33.153604+00:00
vaat-edilen-yetiskin-havuzu-ve-barin-cocuklarla-dolu-olmasi-nedeniyle-ucret-iadesi-talebi,https://www.sikayetvar.com/green-bay-resort-spa/vaat-edilen-yetiskin-havuzu-ve-barin-cocuklarla-dolu-olmasi-nedeniyle-ucret-iadesi-talebi,Green Bay Resort & Spa Bodrum,Güvercinlik,Vaat Edilen Yetişkin Havuzu Ve Barın Çocuklarla Dolu Olması Nedeniyle Ücret İadesi Talebi,"1–5 Ağustos 2026 tarihlerinde ETS üzerinden 116305987 rez numaralı Green Bay Resort & Spa’da 3102 numaralı odada konakladım. Bu tesisi özellikle Adult pool +16 yaş seçeneği ve sakin bir yetişkin ortamı sunacağı belirtilen bar alanı nedeniyle tercih ettim. Ancak otele gittiğimde Adult pool alanında çok sayıda çocuk olduğunu gördüm ve otelin kendi kuralı olan +16 yaş sınırına uyulmadığını yaşadığım süre boyunca defalarca gözlemledim. Bu nedenle Adult pool’u kullanamadım.
Benzer durum akşam barında da yaşandı. Gece 12’de bile alkol servisinin yapıldığı bar alanında çok sayıda çocuk bulunuyordu, ortam resmen düğün salonu kalabalığı gibiydi. Sahnenin önünde sürekli çocuklar vardı, bu yüzden bar hizmetinden de faydalanamadım. Tesisi tercih etme nedenlerim olan sakin yetişkin havuzu ve bar ortamı fiilen sunulmadığı için, ödediğim ücret karşılığında vaat edilen hizmetleri alamadığımı düşünüyorum.
Bu oteli tercih edebilmek için otele 63.000 TL, uçak biletlerine 19.500 TL, transfer için ise 5.000 TL ödedim. Sırf bu otelde kalmak adına bütçemde ciddi bir açık oluştu ancak ödediğim toplam bedele rağmen bana vaat edilen yetişkinlere özel sakin ortam sağlanmadı.
Yaşadığım sorunlarla ilgili olarak hem ETS’ye hem de otele e-posta gönderdim ancak şu ana kadar tarafıma hiçbir şekilde dönüş yapılmadı, herhangi bir çözüm sunulmadı. Tüm bu sebeplerle en az %50 oranında ücret iadesi talep ediyorum. Konaklama kaydımın incelenerek mağduriyetimin giderilmesini istiyorum.",7 Ağustos 18:50,108,,,,False,,,False,,,1,14 Ağustos 16:54,Tarafıma otel tarafından dönüş sağlanmadı. Rezalet asla önermem,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
green-bay-resort-spa-bodrumun-buyuk-hijyen-ve-temizlik-problemleri-video,https://www.sikayetvar.com/green-bay-resort-spa/green-bay-resort-spa-bodrumun-buyuk-hijyen-ve-temizlik-problemleri-video,Green Bay Resort & Spa Bodrum,Güvercinlik,Bodrum'un Büyük Hijyen Ve Temizlik Problemleri,,1 Ağustos 14:28,162,,,,False,,,False,,,1,31 Temmuz 17:39,"Hijyen ve temizlik gibi büyük sorunlar yaşanan otel, paramızı iade edilmesi konusunda bizden 1 gün kesinti yaptı.",https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
green-bay-resort-bodrumda-bozuk-spor-salonu-ekipmanlari-misafir-guvenligini-tehdit-ediyor,https://www.sikayetvar.com/green-bay-resort-spa/green-bay-resort-bodrumda-bozuk-spor-salonu-ekipmanlari-misafir-guvenligini-tehdit-ediyor,Green Bay Resort & Spa Bodrum,Güvercinlik,Green Bay Resort Bodrum'da Bozuk Spor Salonu Ekipmanları Misafir Güvenliğini Tehdit Ediyor,"Ailem ile birlikte 30.07–07.08 tarihleri arasında Green Bay Resort Bodrum’da konaklamaktayız. Bu tesisi, resmi olarak 5 yıldızlı bir otel olarak tanıtılması nedeniyle tercih ettik; ancak şu ana kadar karşılaştığımız hizmet, 5 yıldızlı bir otelden beklenen standartların oldukça altındadır.
Beş kişilik ailemize verilen oda son derece küçüktür ve konforlu bir konaklama imkanı sunmamaktadır. Bunun yanında hem odada hem de restoran bölümlerinde hijyen standartlarının yetersiz olduğunu düşünüyoruz.
Akşam yemeği servis saatinin 21.00’e kadar sürdüğü bilgisi verilmesine rağmen, bugün yaşadığımız olay kabul edilemez niteliktedir. Saat 20.55 civarında restoran personeli büfeyi hızla toplamaya başlamış, misafirler hâlâ yemek yemekte olmasına rağmen servis fiilen sonlandırılmış ve biz yemeğimize devam ederken restoranın ışıkları dahi kapatılmıştır. Nedenini sorduğumuzda bir çalışan, personelin yalnızca 22.00’ye kadar ücretlendirildiğini, fazla mesai ücreti ödenmediği için hazırlıkların erken bitirilmesinin istendiğini ifade etmiştir. İç personel politikalarının bu şekilde misafirlere sunulan hizmet kalitesini doğrudan olumsuz etkilemesini kabul etmiyoruz.
Sadece iki günlük konaklama süremiz içinde, ondan fazla farklı misafirin de otel hakkında ciddi memnuniyetsizliklerini dile getirdiklerine bizzat şahit olduk. Bu durum, otelde yaşanan sorunların münferit değil, sistematik bir aksaklığa işaret ettiği izlenimini güçlendirmektedir.
Otelin spor salonunda bulunan ekipmanların önemli bir kısmı da uzun süredir çalışmamaktadır. Spor salonunu kullanmak istediğimizde, görevli personel mevcut ekipmanların yaklaşık üçte ikisinin bozuk olduğunu ve bu sezon içinde de düzeltilmeyeceğini bizzat ifade etti. Bugün spor yaparken yaklaşık 12,5 kilogramlık bir dambılın bağlantısı aniden yerinden çıktı ve yalnızca yaklaşık 10 santimetre yakınıma düşerek ciddi bir kaza riski oluşturdu. Bu durum, hem bakım eksikliğini hem de güvenlik standartlarının ne kadar yetersiz olduğunu açıkça ortaya koymaktadır.
Spor salonu ekipmanlarının derhal bakıma alınmasını, misafir güvenliğini tehdit eden bozuk aletlerin kullanımdan kaldırılmasını, restoran hizmet saatleri ve hijyen standartlarının 5 yıldızlı bir otele yakışacak seviyeye getirilmesini ve yaşadığımız mağduriyetlerin göz önünde bulundurularak konaklama süremiz için uygun bir telafi sağlanmasını talep ediyorum.",1 Ağustos 06:43,189,,,,False,,,False,,,0,,,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
yetersiz-sezlong-kalitesiz-yemek-ve-aldirmadigi-promosyonlar-nedeniyle-hayal-kirikligi,https://www.sikayetvar.com/green-bay-resort-spa/yetersiz-sezlong-kalitesiz-yemek-ve-aldirmadigi-promosyonlar-nedeniyle-hayal-kirikligi,Green Bay Resort & Spa Bodrum,Güvercinlik,"Yetersiz Şezlong, Kalitesiz Yemek Ve Aldırmadığı Promosyonlar Nedeniyle Hayal Kırıklığı","20.07.2026 giriş, 24.07.2026 çıkış olmak üzere Bodrum Green Bay Resort Otel’de 1356 numaralı odada konakladım ve otelden genel olarak hiç memnun kalmadım. Otel her anlamda beklentimin çok altında kaldı.
Havuz ve plaj alanında şezlong sayısı kesinlikle yetersiz. Sabah çok erken saatlerden itibaren misafirler havlu bırakıp şezlongları tüm gün boyunca rezerve ediyor ve gün içinde boş yer bulmak neredeyse imkansız hale geliyor. Otel yönetimi bu duruma hiçbir şekilde müdahale etmiyor.
Yemek salonundaki masa sayısı da yeterli değil. Özellikle yoğun saatlerde oturacak yer bulunamıyor, uzun süre ayakta beklemek zorunda kalınıyor. Sunulan yemeklerin kalitesi ise oldukça düşük, çeşit ve lezzet bakımından verilen ücreti kesinlikle hak etmiyor.
Ayrıca 3 gün ve üzeri konaklamalarda bir gün Alaçatı restoranında yemek hakkı verildiği söyleniyor ancak rezervasyon yaptırmak istediğimizde sürekli yer olmadığı cevabını aldık. Bu hakkın kağıt üzerinde kaldığını, pratikte misafirlere sunulmadığını düşünüyorum. Çalışanların da bu konularla ilgili herhangi bir çözüm üretmediğini, misafir memnuniyetini önemsemediklerini açıkça gördük.
Bu kadar olumsuzluğa rağmen ödediğimiz ücreti ve kaybettiğimiz tatil zamanını düşününce büyük bir hayal kırıklığı yaşıyorum. Otelde yaşadığımız bu sorunlarla ilgili gerekli incelemenin yapılarak, hem tarafımıza gerekli açıklamanın ve mağduriyetimizin telafisinin sağlanmasını hem de benzer durumların tekrar etmemesi için acil düzenlemelere gidilmesini talep ediyorum.",22 Temmuz 14:07,332,,,,False,,,False,,,0,,,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
cocugumun-salmonella-hastaligina-neden-olan-hijyen-eksikligi-ve-otel-yonetiminin-ilgisizligi,https://www.sikayetvar.com/green-bay-resort-spa/cocugumun-salmonella-hastaligina-neden-olan-hijyen-eksikligi-ve-otel-yonetiminin-ilgisizligi,Green Bay Resort & Spa Bodrum,Güvercinlik,Çocuğumun Salmonella Hastalığına Neden Olan Hijyen Eksikliği Ve Otel Yönetiminin İlgisizliği,"29.06.2026 giriş, 01.07.2026 çıkış olacak şekilde Green Bay Resort Bodrum Güvercinlik’te ailemle konakladık. 2,5 yaşındaki çocuğum burada konakladığımız süre içinde salmonella virüsü kaptı ve elimde bunu gösteren hastane raporu bulunuyor. Tatilimiz tamamen rezil oldu, günlerce çocuğumuzun ağrısı ve yaşadığımız stresle uğraşmak zorunda kaldık ve bu nedenle otelden erken ayrılmak zorunda kaldık.
Otelin özellikle çocuk havuzlarının hijyen durumu çok kötüydü. Yemeklerin içinden rahatsız edici şeyler çıkıyor, genel olarak hijyen ve temizlik son derece yetersizdi. Koridorlar halıfleks kaplıydı ve çok ağır, rahatsız edici bir koku vardı. Dondurmaların durumu da hijyen ve kalite açısından son derece kötüydü. Kısacası, keyifle gittiğimiz tatilimiz bu otel yüzünden hayatımızın en kötü tatiline dönüştü.
Rezervasyonum ETS Tur üzerinden 116643177 onay numarası ile Halil Yünlü adına yapıldı. Bu kadar ciddi bir sağlık sorunu yaşamamıza rağmen ne otel yönetimi ne de ETS Tur tarafı bizimle ilgilenmedi, herhangi bir dönüş dahi sağlanmadı. Hem kendi ailem adına hem de şu an orada konaklayan diğer misafirlerin sağlığı adına ciddi şekilde endişe duyuyorum.
Yaşadığımız bu ağır mağduriyetin ciddiyetle ele alınmasını, otelde hijyen ve temizlik koşullarının acilen denetlenmesini ve bu süreçte uğradığımız mağduriyetle ilgili gerekli inceleme ve geri dönüşün tarafıma yapılmasını talep ediyorum. Ayrıca benzer bir durumun başka ailelerin ve çocukların başına gelmemesi için gerekli tüm önlemlerin alınmasını istiyorum.",7 Temmuz 11:53,547,,,,False,,,False,,,0,,,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
green-bay-resortta-engelli-odada-hijyen-ve-konfor-eksikligi,https://www.sikayetvar.com/green-bay-resort-spa/green-bay-resortta-engelli-odada-hijyen-ve-konfor-eksikligi,Green Bay Resort & Spa Bodrum,Güvercinlik,Green Bay Resort’ta Engelli Odada Hijyen Ve Konfor Eksikliği,"Green Bay Resort’ta bugün yaptığımız konaklamada bize verilen oda, engelli bireyler için hazırlanmış bir odaydı. Ancak odanın banyosu, duş alanı ve genel düzeni son derece kötü durumdaydı; özellikle duş kısmında kullanılan muşamba ve odanın genel hali hem hijyen hem de Konfor açısından rahatsız ediciydi.
Bu odayı engelli vatandaşlarımıza uygun gördüklerini düşünmek ayrıca üzücü, çünkü engelli misafirler için çok daha konforlu, ferah ve geniş odalar tasarlanması gerekirken, bu şekilde bakımsız ve kullanışsız bir oda düzeniyle karşılaşmak kabul edilebilir değil. İnsani olarak da vicdanen de bu yaklaşımı doğru bulmuyorum.
Durumu ilettiğimizde ise ertesi gün oda değişimi yapılamayacağı söylendi. Hem bize yaşatılan mağduriyet hem de engelli bireylere yönelik bu standart nedeniyle çok rahatsız oldum ve işletmeden memnun kalmadım.
Bu nedenle, en kısa sürede daha uygun, konforlu ve standartlara uygun bir odaya geçişimin sağlanmasını ve bu konunun ciddiyetle ele alınarak gerekli düzenlemelerin yapılmasını talep ediyorum.",22 Haziran 19:51,371,,,,False,,,False,,,0,,,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
green-bay-resort-spa-hem-hizmetten-hem-de-genel-ortamdan-ciddi-anlamda-memnun-kalmadik,https://www.sikayetvar.com/green-bay-resort-spa/green-bay-resort-spa-hem-hizmetten-hem-de-genel-ortamdan-ciddi-anlamda-memnun-kalmadik,Green Bay Resort & Spa Bodrum,Güvercinlik,Hem Hizmetten Hem de Genel Ortamdan Ciddi Anlamda Memnun Kalmadık,"28 Mayıs – 31 Mayıs tarihleri arasında Green Bay Hotel’de konakladık ve ödediğimiz 70.000 TL’ye rağmen hem hizmetten hem de genel ortamdan ciddi anlamda memnun kalmadık. Özellikle yemeklerde hijyen sorunu, lezzetsizlik ve çeşit azlığı çok belirgindi. Sunulan yemekler ne hijyen ne de lezzet açısından tatmin ediciydi, seçenekler de son derece sınırlıydı.
Personel tarafında da kaba davranış, ilgisizlik ve çözüm odaklı olmama gibi pek çok olumsuzlukla karşılaştık. Misafirle ilgilenmek yerine geçiştiren, sorunları sahiplenmeyen bir yaklaşım vardı. Bu durum, konaklamamız boyunca sürekli rahatsız edici bir atmosfer yarattı.
Yaşadığımız tüm bu sorunları otelde yetkili kişilere ve resepsiyona defalarca ilettik. Bize, bugün başka şikayetlerin de geldiğini söyleyerek sorunları kabul ettiler ancak herhangi bir somut çözüm sunmadılar, sadece geçiştiren bir tavır sergilediler. Ne yemeklerde ne de personel davranışlarında bir iyileşme olmadı.
Ödediğimiz ücretin karşılığını alamadığımızı ve tatilimizin bu şartlarda tamamen hayal kırıklığına dönüştüğünü düşünüyoruz. Bu nedenle Green Bay Hotel’deki bu konaklamamıza ilişkin 70.000 TL’lik ödemenin iadesini talep ediyorum.",2 Haziran 14:31,569,,,,False,,,False,,,0,,,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
otel-fiyat-farki-ve-bebek-ucretine-itiraz-ve-iade-talebi,https://www.sikayetvar.com/green-bay-resort-spa/otel-fiyat-farki-ve-bebek-ucretine-itiraz-ve-iade-talebi,Green Bay Resort & Spa Bodrum,Güvercinlik,Otel Fiyat Farkı Ve Bebek Ücretine İtiraz Ve İade Talebi,"Green Bay Bodrum Otel’e 22–26 Eylül tarihleri arasında, iki aile olarak toplam 4 gece konaklama için, 2 yetişkin ve 0 yaşında bir bebekle standart geniş oda rezervasyonu yaptırdık. Toplam 80.000 TL ödeme yaptık, rezervasyon numaramız 28393. Bizim kendi ailemizin payına düşen tutar 40.000 TL idi.
Rezervasyonu yaptırdıktan sonra, henüz otele giriş yapmadan, otelin şu an “blokaj oda” adıyla sattığı bir odanın 35.000 TL’ye satışta olduğunu gördük. Bunun üzerine acente, bizim de hatta olduğumuz bir telefon görüşmesinde, bu odaya geçmek istediğimizi, en azından bir gece için fiyat farkı alınarak +1 gece daha konaklama yapılmasını, bu mümkün değilse de aradaki fiyat farkının iade edilmesini iletti. Ancak otel, “o fiyattan tutmuşsunuz, bir kere değişmez, bir gece konaklamada da ücret iadesi verilemez” diyerek talebimizi reddetti.
Ayrıca 0 yaşındaki bebeğimiz için bile oda farkı ücreti alındı. Daha küçük odayı kabul etmek istediğimizde de bunu kabul etmediler, biz de mecburen onayladık. Buna rağmen, bebeğimiz için mama talep ettiğimizde, “zaten alkol de tüketmediğimiz halde alkol dahil bir ücret ödüyoruz, bari bebek için mama verin” dememize rağmen bu talebimiz de reddedildi. Hem bebekten ekstra ücret alınması hem de buna karşılık en temel ihtiyacı olan mamanın dahi sağlanmaması bizi ciddi şekilde mağdur etti.
Adil olmayan fiyat uygulaması, bebekten alınan ekstra ücret ve buna rağmen hiçbir ek hizmet sunulmaması nedeniyle mağduriyetimizin giderilmesini talep ediyorum. Talebim; ya ödediğimiz 40.000 TL ile şu an satışı 35.000 TL olan oda arasındaki fiyat farkının iade edilmesi ya da bu fark kadar +1 gece daha konaklama hakkı verilmesi yönündedir. Aynı durum diğer aile için de geçerlidir. Rezervasyon şartlarımızda “iptal/iade yoktur” gibi bir ifade tarafımıza söylenmediği ve belge üzerinde de böyle bir ibare yer almadığı halde, bu şekilde kesin bir dille r kabul etmiyorum ve durumun acilen düzeltilmesini rica ediyorum.",28 Mart 21:39,1.406,,,,False,,,False,,,0,,,https://www.sikayetvar.com/green-bay-resort-spa,MATCHED,Dedicated single-property source page,2026-08-25T10:06:36.061310+00:00
