official_facility_id,official_name,official_type,official_star_rating,room_count,bed_count,official_address_area,official_phone,mapped_project_area,area_mapping_confidence,certificate_scope,source_url,source_retrieved_at,merge_note
OFFBOD011,LABRANDA TMT RESORT,5 YILDIZLI T.K.,5,329,736,KUMBAHÇE MAH.,0252 350 0100,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD012,RİXOS OTEL,B-TİPİ TATİL KÖYÜ,,348,844,TORBA MAHALLESİ,0252 337 1122,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD013,SEA GARDEN,1.SINIF TATİL KÖYÜ,,671,1542,YALI MAHALLESİ,0252 311 1280,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD014,THE BODRUM BY PARAMOUNT HOTELS & RESORT,5 YILDIZLI T.K.,5,135,414,TORBA MAHALLESİ,0252 311 0030,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD015,VERY CHIC,5 YILDIZLI T.K.,5,149,298,GÜMBET MAHALLESİ,0252 319 5360,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD016,VOYAGE TORBA,5 YILDIZLI T.K.,5,320,784,TORBA MAHALLESİ,0252 367 18 20,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD017,AZKA OTELİ,5 YILDIZLI OTEL,5,177,354,BARDAKÇI KOYU,0252 316 8992,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD018,AZURE BY YELKEN HOTEL,5 YILDIZLI OTEL,5,302,604,TURGUTREİS MAH.,0252 382 9797,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD019,ASTERIA BODRUM RESORT,5 YILDIZLI OTEL,5,540,1080,GÜMBET MAHALLESİ,0252 319 7000,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD020,BAİA OTEL,5 YILDIZLI OTEL,5,220,460,GÜNDOĞAN MAH.,0252 387 9293,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD021,BODRUM DELTA BEACH CLUB,5 YILDIZLI OTEL,5,234,480,YALIKAVAK MAH.,0252 385 5656,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD022,CARESSE RESORT & SPA,5 YILDIZLI OTEL,5,77,164,GÜMBET MAHALLESİ,0252 311 3636,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD023,DIAMOND OF BODRUM,5 YILDIZLI OTEL,5,214,468,KUMBAHÇE MAH.,0252 313 8484,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD024,DORIA HOTEL BODRUM,5 YILDIZLI OTEL,5,92,184,BİTEZ MAHALLESİ,0252 311 1020,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD025,DOUBLETREE BY HİLTON BODRUM MARİNA VİST,A5 YILDIZLI OTEL,5,87,176,ESKİÇEŞME MAH.,0252 316 2269,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD026,MİRADA HOTELS&RESORTS EXCLUSIVE,5 YILDIZLI OTEL,5,374,748,GÜMBET MAHALLESİ,0252 319 6666,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD027,KAİRABA BODRUM PRINCESS HOTEL,5 YILDIZLI OTEL,5,258,516,BAHÇELİEVLER MAH.,0252 311 2121,Turgutreis,medium,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD028,KEFALUKA RESORT OTEL,5 YILDIZLI OTEL,5,384,796,AKYARRLAR MAH.,0252 393 8700,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD029,KEMPİNSKİ BARBAROS BAY RESORT,5 YILDIZLI OTEL,5,209,532,YALI MAHALLESİ,0252 311 0303,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD030,LA BLANCHE OTEL,5 YILDIZLI OTEL,5,358,1002,TURGUTREİS MAH.,0252 382 0000,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD031,KAİRABA BODRUM İMPERİAL,5 YILDIZLI OTEL,5,377,964,İSLAMHANELERİ MAH.,0252 391 8055,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD032,MANDARİN ORIENTAL BODRUM,5 YILDIZLI OTEL,5,120,324,GÖLKÖY MAHALLESİ,0252 345 0453,Göltürkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD033,MANDARİN RESORT OTEL,5 YILDIZLI OTEL,5,150,300,UMURÇA MAH.,0252 313 2040,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD034,METT HOTEL & BEACH RESORT BODRUM,5 YILDIZLI OTEL,5,72,144,ESKİÇEŞME MAH.,0555 851 5120,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD035,MİVARA LUXURY RESORT & SPA,5 YILDIZLI OTEL,5,92,192,GÜNDOĞAN MAH.,0252 311 3434,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD036,RAMADA RESORT BODRUM OTELİ,5 YILDIZLI OTEL,5,129,268,BİTEZ MAHALLESİ,0252 319 4545,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD037,ROYAL ARENA RESORT SPA HOTEL,5 YILDIZLI OTEL,5,114,228,GÜMBET MAHALLESİ,0252 319 4748,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD038,ROYAL ASARLIK BEACH,5 YILDIZLI OTEL,5,349,698,GÜMBET MAHALLESİ,0252 319 3434,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD039,SALMAKİS RESORT,5 YILDIZLI OTEL,5,212,424,ESKİÇEŞME MAH.,0252 316 6506,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD040,SAMARA OTELİ,5 YILDIZLI OTEL,5,339,696,TORBA MAHALLESİ,0252 337 1244,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD041,SİRENE LUXURY BODRUM,5 YILDIZLI OTEL,5,109,290,YALIKAVAK MAH.,0252 311 2525,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD042,SU OTELİ,5 YILDIZLI OTEL,5,99,198,KIYIKIŞLACIK MAH.,532 766 65 35,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD043,SUNDANCE RESORT OTEL,5 YILDIZLI OTEL,5,183,396,TURGUTREİS MAH.,0252 382 8898,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD044,SUSONA BODRUM LXR HOTELS & RESORTS,5 YILDIZLI OTEL,5,76,250,TORBA MAHALLESİ,0252 211 2700,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD045,THE BODRUM EDITION,5 YILDIZLI OTEL,5,108,224,DİRMİL MAH.,0507 811 2122,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD046,THE MARMARA BODRUM,5 YILDIZLI OTEL,5,97,194,YOKUŞBAŞI MAH.,0252 313 8130,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD047,VOYAGE BODRUM,5 YILDIZLI OTEL,5,150,300,ESKİÇEŞME MAH.,0252 316 4443,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD048,XANADU PARADİSE ISLAND RESORT,5 YILDIZLI OTEL,5,222,608,TURGUTREİS MAH.,0252 311 1111,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD049,VOYAGE GÖLTÜRKBÜKÜ,5 YILDIZLI OTEL,5,500,1098,GÖLKÖY MAHALLESİ,0252 311 0150,Göltürkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD050,YASMİN BODRUM RESORT HOTEL,5 YILDIZLI OTEL,5,484,968,PESİMET MAHALLESİ,,Kadıkalesi,medium,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD051,AMBROSİA OTEL,4 YILDIZLI OTEL,4,83,175,BİTEZ MAHALLESİ,0252 363 7920,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD052,3 S BEACH CLUB,4 YILDIZLI OTEL,4,77,154,BİTEZ MAHALLESİ,,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD053,BUS BOSPORUS RESORT HOTEL & SPA,4 YILDIZLI OTEL,4,186,372,GÜNDOĞAN MAH.,,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD054,BODRUM BEACH RESORT,4 YILDIZLI OTEL,4,164,442,GÜMBET MAHALLESİ,0252 319 3345,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD055,BODRUM GOLDEN BEACH OTEL,4 YILDIZLI OTEL,4,170,340,TURGUTREİS MAH.,0252 382 7321,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD056,BODRUM HOLIDAY RESORT& SPA,4 YILDIZLI OTEL,4,882,2060,YALI MAHALLESİ,0252 313 6400,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD057,CACTUS MİRAGE FAMİLY CLUB,4 YILDIZLI OTEL,4,151,374,DİRMİL MAH.,0252 385 4437,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD058,CACTUS FLEUR BEACH CLUB,4 YILDIZLI OTEL,4,137,328,YALIKAVAK MAH.,0252 385 3717,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
