area,area_n,aspect,aspect_count,aspect_mention_rate_pct,small_n_flag,mapping_coverage_pct,coverage_flag
Bitez,1,PRICE_VALUE,1,100.0,True,5.555555555555555,LOW
Bitez,1,CHECKIN_CHECKOUT,0,0.0,True,5.555555555555555,LOW
Bitez,1,AIR_CONDITIONING,0,0.0,True,5.555555555555555,LOW
Bitez,1,NOISE,0,0.0,True,5.555555555555555,LOW
Bitez,1,FAMILY_CHILDREN,0,0.0,True,5.555555555555555,LOW
Bitez,1,TRANSPORT_TRANSFER,0,0.0,True,5.555555555555555,LOW
Bitez,1,MANAGEMENT_COMMUNICATION,1,100.0,True,5.555555555555555,LOW
Bitez,1,SPA_WELLNESS,0,0.0,True,5.555555555555555,LOW
Bitez,1,SAFETY_SECURITY,1,100.0,True,5.555555555555555,LOW
Bodrum Merkez,13,STAFF_SERVICE,11,84.61538461538461,False,23.076923076923077,LOW
Bodrum Merkez,13,CLEANLINESS_HYGIENE,6,46.15384615384615,False,23.076923076923077,LOW
Bodrum Merkez,13,FOOD_BEVERAGE,7,53.84615384615385,False,23.076923076923077,LOW
Bodrum Merkez,13,ROOM,9,69.23076923076923,False,23.076923076923077,LOW
Bodrum Merkez,13,BEACH_SEA,4,30.76923076923077,False,23.076923076923077,LOW
Bodrum Merkez,13,POOL,1,7.6923076923076925,False,23.076923076923077,LOW
Bodrum Merkez,13,FACILITIES_MAINTENANCE,7,53.84615384615385,False,23.076923076923077,LOW
Bodrum Merkez,13,RESERVATION,4,30.76923076923077,False,23.076923076923077,LOW
Bodrum Merkez,13,PAYMENT_REFUND,8,61.53846153846154,False,23.076923076923077,LOW
Bodrum Merkez,13,PRICE_VALUE,5,38.46153846153846,False,23.076923076923077,LOW
Bodrum Merkez,13,CHECKIN_CHECKOUT,0,0.0,False,23.076923076923077,LOW
Bodrum Merkez,13,AIR_CONDITIONING,3,23.076923076923077,False,23.076923076923077,LOW
Bodrum Merkez,13,NOISE,0,0.0,False,23.076923076923077,LOW
Bodrum Merkez,13,FAMILY_CHILDREN,0,0.0,False,23.076923076923077,LOW
Bodrum Merkez,13,TRANSPORT_TRANSFER,1,7.6923076923076925,False,23.076923076923077,LOW
Bodrum Merkez,13,MANAGEMENT_COMMUNICATION,7,53.84615384615385,False,23.076923076923077,LOW
Bodrum Merkez,13,SPA_WELLNESS,3,23.076923076923077,False,23.076923076923077,LOW
Bodrum Merkez,13,SAFETY_SECURITY,1,7.6923076923076925,False,23.076923076923077,LOW
Göltürkbükü,2,STAFF_SERVICE,2,100.0,True,10.0,LOW
Göltürkbükü,2,CLEANLINESS_HYGIENE,0,0.0,True,10.0,LOW
Göltürkbükü,2,FOOD_BEVERAGE,1,50.0,True,10.0,LOW
Göltürkbükü,2,ROOM,0,0.0,True,10.0,LOW
Göltürkbükü,2,BEACH_SEA,0,0.0,True,10.0,LOW
Göltürkbükü,2,POOL,0,0.0,True,10.0,LOW
Göltürkbükü,2,FACILITIES_MAINTENANCE,2,100.0,True,10.0,LOW
Göltürkbükü,2,RESERVATION,1,50.0,True,10.0,LOW
Göltürkbükü,2,PAYMENT_REFUND,0,0.0,True,10.0,LOW
Göltürkbükü,2,PRICE_VALUE,1,50.0,True,10.0,LOW
Göltürkbükü,2,CHECKIN_CHECKOUT,0,0.0,True,10.0,LOW
Göltürkbükü,2,AIR_CONDITIONING,0,0.0,True,10.0,LOW
Göltürkbükü,2,NOISE,0,0.0,True,10.0,LOW
Göltürkbükü,2,FAMILY_CHILDREN,0,0.0,True,10.0,LOW
Göltürkbükü,2,TRANSPORT_TRANSFER,0,0.0,True,10.0,LOW
Göltürkbükü,2,MANAGEMENT_COMMUNICATION,1,50.0,True,10.0,LOW
Göltürkbükü,2,SPA_WELLNESS,0,0.0,True,10.0,LOW
Göltürkbükü,2,SAFETY_SECURITY,1,50.0,True,10.0,LOW
Gümbet,24,STAFF_SERVICE,13,54.166666666666664,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,CLEANLINESS_HYGIENE,8,33.333333333333336,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,FOOD_BEVERAGE,11,45.833333333333336,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,ROOM,14,58.333333333333336,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,BEACH_SEA,7,29.166666666666668,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,POOL,3,12.5,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,FACILITIES_MAINTENANCE,7,29.166666666666668,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,RESERVATION,13,54.166666666666664,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,PAYMENT_REFUND,12,50.0,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,PRICE_VALUE,10,41.666666666666664,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,CHECKIN_CHECKOUT,0,0.0,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,AIR_CONDITIONING,1,4.166666666666667,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,NOISE,0,0.0,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,FAMILY_CHILDREN,3,12.5,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,TRANSPORT_TRANSFER,3,12.5,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,MANAGEMENT_COMMUNICATION,17,70.83333333333333,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,SPA_WELLNESS,0,0.0,False,40.0,ADEQUATE_EXPLORATORY
Gümbet,24,SAFETY_SECURITY,5,20.833333333333332,False,40.0,ADEQUATE_EXPLORATORY
Gümüşlük,7,STAFF_SERVICE,1,14.285714285714286,True,6.666666666666667,LOW
Gümüşlük,7,CLEANLINESS_HYGIENE,2,28.571428571428573,True,6.666666666666667,LOW
Gümüşlük,7,FOOD_BEVERAGE,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,ROOM,4,57.142857142857146,True,6.666666666666667,LOW
Gümüşlük,7,BEACH_SEA,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,POOL,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,FACILITIES_MAINTENANCE,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,RESERVATION,7,100.0,True,6.666666666666667,LOW
Gümüşlük,7,PAYMENT_REFUND,7,100.0,True,6.666666666666667,LOW
Gümüşlük,7,PRICE_VALUE,7,100.0,True,6.666666666666667,LOW
Gümüşlük,7,CHECKIN_CHECKOUT,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,AIR_CONDITIONING,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,NOISE,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,FAMILY_CHILDREN,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,TRANSPORT_TRANSFER,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,MANAGEMENT_COMMUNICATION,7,100.0,True,6.666666666666667,LOW
Gümüşlük,7,SPA_WELLNESS,0,0.0,True,6.666666666666667,LOW
Gümüşlük,7,SAFETY_SECURITY,1,14.285714285714286,True,6.666666666666667,LOW
Güvercinlik,39,STAFF_SERVICE,27,69.23076923076923,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,CLEANLINESS_HYGIENE,15,38.46153846153846,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,FOOD_BEVERAGE,20,51.282051282051285,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,ROOM,21,53.84615384615385,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,BEACH_SEA,13,33.333333333333336,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,POOL,7,17.94871794871795,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,FACILITIES_MAINTENANCE,15,38.46153846153846,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,RESERVATION,12,30.76923076923077,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,PAYMENT_REFUND,18,46.15384615384615,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,PRICE_VALUE,18,46.15384615384615,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,CHECKIN_CHECKOUT,0,0.0,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,AIR_CONDITIONING,1,2.5641025641025643,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,NOISE,1,2.5641025641025643,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,FAMILY_CHILDREN,8,20.512820512820515,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,TRANSPORT_TRANSFER,2,5.128205128205129,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,MANAGEMENT_COMMUNICATION,18,46.15384615384615,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,SPA_WELLNESS,2,5.128205128205129,False,50.0,ADEQUATE_EXPLORATORY
Güvercinlik,39,SAFETY_SECURITY,8,20.512820512820515,False,50.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,STAFF_SERVICE,40,71.42857142857143,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,CLEANLINESS_HYGIENE,30,53.57142857142857,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,FOOD_BEVERAGE,31,55.357142857142854,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,ROOM,34,60.714285714285715,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,BEACH_SEA,19,33.92857142857143,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,POOL,12,21.428571428571427,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,FACILITIES_MAINTENANCE,23,41.07142857142857,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,RESERVATION,19,33.92857142857143,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,PAYMENT_REFUND,31,55.357142857142854,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,PRICE_VALUE,27,48.214285714285715,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,CHECKIN_CHECKOUT,2,3.5714285714285716,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,AIR_CONDITIONING,6,10.714285714285714,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,NOISE,6,10.714285714285714,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,FAMILY_CHILDREN,15,26.785714285714285,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,TRANSPORT_TRANSFER,5,8.928571428571429,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,MANAGEMENT_COMMUNICATION,31,55.357142857142854,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,SPA_WELLNESS,3,5.357142857142857,False,75.0,ADEQUATE_EXPLORATORY
Kadıkalesi,56,SAFETY_SECURITY,14,25.0,False,75.0,ADEQUATE_EXPLORATORY
Ortakent-Yahşi,16,STAFF_SERVICE,10,62.5,False,14.285714285714285,LOW
Ortakent-Yahşi,16,CLEANLINESS_HYGIENE,8,50.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,FOOD_BEVERAGE,8,50.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,ROOM,8,50.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,BEACH_SEA,3,18.75,False,14.285714285714285,LOW
Ortakent-Yahşi,16,POOL,0,0.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,FACILITIES_MAINTENANCE,5,31.25,False,14.285714285714285,LOW
Ortakent-Yahşi,16,RESERVATION,9,56.25,False,14.285714285714285,LOW
Ortakent-Yahşi,16,PAYMENT_REFUND,10,62.5,False,14.285714285714285,LOW
Ortakent-Yahşi,16,PRICE_VALUE,7,43.75,False,14.285714285714285,LOW
Ortakent-Yahşi,16,CHECKIN_CHECKOUT,0,0.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,AIR_CONDITIONING,0,0.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,NOISE,1,6.25,False,14.285714285714285,LOW
Ortakent-Yahşi,16,FAMILY_CHILDREN,1,6.25,False,14.285714285714285,LOW
Ortakent-Yahşi,16,TRANSPORT_TRANSFER,0,0.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,MANAGEMENT_COMMUNICATION,12,75.0,False,14.285714285714285,LOW
Ortakent-Yahşi,16,SPA_WELLNESS,1,6.25,False,14.285714285714285,LOW
Ortakent-Yahşi,16,SAFETY_SECURITY,4,25.0,False,14.285714285714285,LOW
Torba,10,STAFF_SERVICE,3,30.0,False,4.761904761904762,LOW
Torba,10,CLEANLINESS_HYGIENE,1,10.0,False,4.761904761904762,LOW
Torba,10,FOOD_BEVERAGE,5,50.0,False,4.761904761904762,LOW
Torba,10,ROOM,6,60.0,False,4.761904761904762,LOW
Torba,10,BEACH_SEA,2,20.0,False,4.761904761904762,LOW
Torba,10,POOL,1,10.0,False,4.761904761904762,LOW
Torba,10,FACILITIES_MAINTENANCE,2,20.0,False,4.761904761904762,LOW
Torba,10,RESERVATION,5,50.0,False,4.761904761904762,LOW
Torba,10,PAYMENT_REFUND,8,80.0,False,4.761904761904762,LOW
Torba,10,PRICE_VALUE,6,60.0,False,4.761904761904762,LOW
Torba,10,CHECKIN_CHECKOUT,0,0.0,False,4.761904761904762,LOW
Torba,10,AIR_CONDITIONING,0,0.0,False,4.761904761904762,LOW
Torba,10,NOISE,2,20.0,False,4.761904761904762,LOW
Torba,10,FAMILY_CHILDREN,3,30.0,False,4.761904761904762,LOW
Torba,10,TRANSPORT_TRANSFER,0,0.0,False,4.761904761904762,LOW
Torba,10,MANAGEMENT_COMMUNICATION,5,50.0,False,4.761904761904762,LOW
Torba,10,SPA_WELLNESS,1,10.0,False,4.761904761904762,LOW
Torba,10,SAFETY_SECURITY,1,10.0,False,4.761904761904762,LOW
Turgutreis,13,STAFF_SERVICE,11,84.61538461538461,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,CLEANLINESS_HYGIENE,8,61.53846153846154,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,FOOD_BEVERAGE,7,53.84615384615385,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,ROOM,10,76.92307692307692,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,BEACH_SEA,6,46.15384615384615,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,POOL,5,38.46153846153846,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,FACILITIES_MAINTENANCE,7,53.84615384615385,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,RESERVATION,3,23.076923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,PAYMENT_REFUND,4,30.76923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,PRICE_VALUE,3,23.076923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,CHECKIN_CHECKOUT,0,0.0,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,AIR_CONDITIONING,6,46.15384615384615,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,NOISE,1,7.6923076923076925,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,FAMILY_CHILDREN,8,61.53846153846154,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,TRANSPORT_TRANSFER,1,7.6923076923076925,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,MANAGEMENT_COMMUNICATION,9,69.23076923076923,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,SPA_WELLNESS,1,7.6923076923076925,False,28.57142857142857,ADEQUATE_EXPLORATORY
Turgutreis,13,SAFETY_SECURITY,4,30.76923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY
