hotel_id,place_id,hotel_name,area,district,province,country,property_category,official_star_rating,google_rating,google_rating_scale,google_review_count,search_price_usd_snapshot,price_note,address,phone,business_status,collected_at,source_url,area_hotel_count,has_price_snapshot,has_official_star_rating,has_phone,has_business_status,review_count_log1p,review_confidence_weight,weighted_google_rating,area_median_google_rating,rating_gap_from_area_median,area_median_price_snapshot,price_gap_from_area_median,price_ratio_to_area_median,price_percentile_within_area,review_count_percentile_within_area
BOD011,ChIJFYY9bckNvhQRWD8gO42POcY,"Radisson Collection Hotel, Bodrum",Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.9,5,3237,273.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Akyarlar, Ataturk Cad No:352, 48960 Bodrum/Muğla, Türkiye",+902529991510,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Radisson%20Collection%20Hotel%2C%20Bodrum&query_place_id=ChIJFYY9bckNvhQRWD8gO42POcY,16,True,False,True,False,8.08271113423758,0.8741560896570348,4.832489985597264,4.4,0.5,192.5,80.5,1.4181818181818182,0.75,0.875
BOD012,ChIJtZF5TEBsvhQRedP6E6nR0YA,Selectum Collection Bodrum,Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.5,5,6514,387.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bankev Cad. No:39, 48400 Bodrum/Muğla, Türkiye",+902523918252,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Selectum%20Collection%20Bodrum&query_place_id=ChIJtZF5TEBsvhQRedP6E6nR0YA,16,True,False,True,False,8.781862489558945,0.9332378223495702,4.490889744508118,4.4,0.09999999999999964,192.5,194.5,2.0103896103896104,0.9166666666666666,1.0
BOD013,ChIJgRdtyF8MvhQRcyrv7KcB-qA,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.4,5,1650,,,"Merkez Mah, Barış Manço Cd. No: 4-A, 48960 Bodrum/Muğla, Türkiye",+902523936090,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Sentido%20Bellazure%20-%20Akyarlar%2C%20Bodrum%20/%20Turkey&query_place_id=ChIJgRdtyF8MvhQRcyrv7KcB-qA,16,False,False,True,False,7.409136443920128,0.779773156899811,4.391970896345306,4.4,0.0,192.5,,,,0.625
BOD014,ChIJXzre1TQNvhQR-TaHvRN7lT4,Suum Bodrum Hotel & Beach,Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.5,5,739,320.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"112 Sk, Akyarlar, Barış Manço Cd., 48960 Bodrum/Muğla, Türkiye",+902523938686,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Suum%20Bodrum%20Hotel%20%26%20Beach&query_place_id=ChIJXzre1TQNvhQR-TaHvRN7lT4,16,True,False,True,False,6.606650186198215,0.6132780082987552,4.4472285615491005,4.4,0.09999999999999964,192.5,127.5,1.6623376623376624,0.8333333333333334,0.5
BOD015,ChIJqVtGlmYNvhQRC9vnGKPC0EQ,The Ni Villas Akyarlar,Akyarlar,Bodrum,Muğla,Türkiye,Villa,,5.0,5,44,,,"Akyarlar, Atatürk Cd. No:245, 48960 Bodrum/Muğla, Türkiye",+905552939799,,2026-08-24,https://www.google.com/maps/search/?api=1&query=The%20Ni%20Villas%20Akyarlar&query_place_id=ChIJqVtGlmYNvhQRC9vnGKPC0EQ,16,False,False,True,False,3.8066624897703196,0.08627450980392157,4.418451797385621,4.4,0.5999999999999996,192.5,,,,0.0625
BOD016,ChIJ_-zsV2kMvhQRgj8ZRcaPUXg,Xanadu Island,Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.6,5,2068,1301.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Akyarlar, Ada Caddesi No: 10/1, 48960 Bodrum/Muğla, Türkiye",+902526926238,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Xanadu%20Island&query_place_id=ChIJ_-zsV2kMvhQRgj8ZRcaPUXg,16,True,False,True,False,7.634820677745543,0.8161010260457774,4.556515555117074,4.4,0.1999999999999993,192.5,1108.5,6.758441558441558,1.0,0.6875
BOD017,ChIJf4088JVyvhQRxeHFgoSXn4s,Ambrosia Otel Beach & Spa,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,1340,142.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Hacıahmetler Mevkii Bitez, Pomelan Cd. No:32, 48470 Bodrum/Muğla, Türkiye",+902523637920,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Ambrosia%20Otel%20Beach%20%26%20Spa&query_place_id=ChIJf4088JVyvhQRxeHFgoSXn4s,18,True,False,True,False,7.201170883281678,0.7419712070874862,4.093804217423403,4.35,-0.34999999999999964,131.5,10.5,1.079847908745247,0.6666666666666666,0.9444444444444444
BOD018,ChIJh_qp0nVtvhQRhxWt88Qo9gI,Bitez Deniz Hotel - Restaurant - Beach,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,201,190.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1308. Sk., 48400 Bodrum/Turkey Bodrum Area, Türkiye",+902523630190,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bitez%20Deniz%20Hotel%20-%20Restaurant%20-%20Beach&query_place_id=ChIJh_qp0nVtvhQRhxWt88Qo9gI,18,True,False,True,False,5.308267697401205,0.30134932533733133,4.253988630684657,4.35,-0.34999999999999964,131.5,58.5,1.4448669201520912,0.8888888888888888,0.2222222222222222
BOD019,ChIJK3FMz59tvhQRPMvQAr1_6rk,Bitez Garden Life Hotel&Suites,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,2527,102.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Bergamut Cd. No:52, 48400 Bodrum/Muğla, Türkiye",+902523131111,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bitez%20Garden%20Life%20Hotel%26Suites&query_place_id=ChIJK3FMz59tvhQRPMvQAr1_6rk,18,True,False,True,False,7.8351837552667485,0.8443033745405947,4.056602210713888,4.35,-0.34999999999999964,131.5,-29.5,0.7756653992395437,0.3888888888888889,1.0
BOD020,ChIJybxupHVtvhQRKBpK_CDad1Q,Bitez Risa Hotel,Bitez,Bodrum,Muğla,Türkiye,Otel,,3.7,5,919,89.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1310. Sk. No:4, 48470 Bodrum/Muğla, Türkiye",+902522412428,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bitez%20Risa%20Hotel&query_place_id=ChIJybxupHVtvhQRKBpK_CDad1Q,18,True,False,True,False,6.824373670043086,0.6635379061371841,3.923256618531889,4.35,-0.6499999999999995,131.5,-42.5,0.6768060836501901,0.25,0.7777777777777778
BOD021,ChIJf3a3w55tvhQR0pFtmdOTw2Q,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,Bodrum,Muğla,Türkiye,Otel,,4.5,5,904,1654.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Asarlik Mevkii, Gümbet, Adnan Menderes Cd. No: 89 PK 225, 48400 Bodrum/Muğla, Türkiye",+902523113636,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Caresse%2C%20a%20Luxury%20Collection%20Resort%20%26%20Spa%2C%20Bodrum&query_place_id=ChIJf3a3w55tvhQR0pFtmdOTw2Q,18,True,False,True,False,6.807934943699926,0.6598540145985401,4.453584245742093,4.35,0.15000000000000036,131.5,1522.5,12.577946768060837,1.0,0.7222222222222222
BOD022,ChIJZypVXF1tvhQRAEStQO6WGK0,Dolce Vita Luxury Bungalows,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,214,89.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Söğütlü Cd. no:146/1, 48400 Bodrum/Muğla, Türkiye",+905451584848,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Dolce%20Vita%20Luxury%20Bungalows&query_place_id=ChIJZypVXF1tvhQRAEStQO6WGK0,18,True,False,True,False,5.3706380281276624,0.31470588235294117,4.375015318627451,4.35,0.05000000000000071,131.5,-42.5,0.6768060836501901,0.25,0.2777777777777778
BOD023,ChIJi1RysUtsvhQR-Vso6pE_bpE,Doria Hotel Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,774,171.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündönümü Mevkii, 1410. Sokak, 48400 Bitez Bodrum/Muğla, Türkiye",+902523111020,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Doria%20Hotel%20Bodrum&query_place_id=ChIJi1RysUtsvhQR-Vso6pE_bpE,18,True,False,True,False,6.652863029353347,0.6241935483870967,4.38629872311828,4.35,0.05000000000000071,131.5,39.5,1.3003802281368821,0.8333333333333334,0.5555555555555556
BOD024,ChIJQWFo13ltvhQRYJmZ52TPPjE,HAKAN OTEL,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.5,5,311,78.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Mersinli Cd. No:18, 48470 Bodrum/Muğla, Türkiye",+905453496522,,2026-08-24,https://www.google.com/maps/search/?api=1&query=HAKAN%20OTEL&query_place_id=ChIJQWFo13ltvhQRYJmZ52TPPjE,18,True,False,True,False,5.7430031878094825,0.40025740025740025,4.418160124410124,4.35,0.15000000000000036,131.5,-53.5,0.5931558935361216,0.16666666666666666,0.4444444444444444
BOD025,ChIJDTaX83ZtvhQR6ooLNcHmOQQ,Halikarya Hotel & Restaurant Beach,Bitez,Bodrum,Muğla,Türkiye,Oda Kahvaltı,,4.1,5,79,101.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Ic Kapi, Bitez, Çökertme Cd. No:76 No:1, 48400 Bodrum/Muğla, Türkiye",+902524127612,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Halikarya%20Hotel%20%26%20Restaurant%20Beach&query_place_id=ChIJDTaX83ZtvhQR6ooLNcHmOQQ,18,True,False,True,False,4.382026634673881,0.14495412844036698,4.325340214067278,4.35,-0.25,131.5,-30.5,0.7680608365019012,0.3333333333333333,0.1111111111111111
BOD026,ChIJARY9WHRtvhQRelTaH2laRj0,Manuela Otel Bitez,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,871,131.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Pomelan Cd. No:28, 48400 Bodrum/Muğla, Türkiye",+905527545858,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Manuela%20Otel%20Bitez&query_place_id=ChIJARY9WHRtvhQRelTaH2laRj0,18,True,False,True,False,6.77078942390898,0.6514584891548242,4.517584455248067,4.35,0.25,131.5,-0.5,0.9961977186311787,0.5,0.6666666666666666
BOD027,ChIJ2zrOs3VtvhQRZpab8gpgPUw,Meis Apart Hotel,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.7,5,134,147.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Bergamut Cd. No:52, 48400 Bodrum/Muğla, Türkiye",+902523630005,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Meis%20Apart%20Hotel&query_place_id=ChIJ2zrOs3VtvhQRZpab8gpgPUw,18,True,False,True,False,4.90527477843843,0.22333333333333333,4.438684027777778,4.35,0.35000000000000053,131.5,15.5,1.11787072243346,0.7777777777777778,0.16666666666666666
BOD028,ChIJJX6Kg1JtvhQRJQdHx88BYVk,Mira Beach Resort Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,3.3,5,274,72.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Çökertme Cd. No:120, 48470 Bodrum/Muğla, Türkiye",+902522110454,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mira%20Beach%20Resort%20Bodrum&query_place_id=ChIJJX6Kg1JtvhQRJQdHx88BYVk,18,True,False,True,False,5.616771097666572,0.37027027027027026,3.969743806306306,4.35,-1.0499999999999998,131.5,-59.5,0.5475285171102662,0.1111111111111111,0.3888888888888889
BOD029,ChIJG-s9xMptvhQRGYhqgZLQw2Y,Mumu Bodrum Hotel,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.9,5,71,133.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1303. Sk. No:6, 48470 Bodrum/Muğla, Türkiye",+905413159714,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mumu%20Bodrum%20Hotel&query_place_id=ChIJG-s9xMptvhQRGYhqgZLQw2Y,18,True,False,True,False,4.276666119016055,0.13221601489757914,4.4344700496585965,4.35,0.5500000000000007,131.5,1.5,1.0114068441064639,0.6111111111111112,0.05555555555555555
BOD030,ChIJZat9EHVtvhQR_YVjYQPaSPY,Natur Garden Hotel Bitez Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,3.9,5,964,104.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1312. Sk. No:1, 48470 Bodrum/Muğla, Türkiye",+902523450437,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Natur%20Garden%20Hotel%20Bitez%20Bodrum&query_place_id=ChIJZat9EHVtvhQR_YVjYQPaSPY,18,True,False,True,False,6.872128101338986,0.6741258741258741,4.051056235431235,4.35,-0.44999999999999973,131.5,-27.5,0.7908745247148289,0.4444444444444444,0.8333333333333334
BOD031,ChIJWeStgXZtvhQRGNA-9SWD1xk,Okaliptus Otel,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,474,145.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Pomelan Cd., 48470 Bodrum/Muğla, Türkiye",+902523637957,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Okaliptus%20Otel&query_place_id=ChIJWeStgXZtvhQRGNA-9SWD1xk,18,True,False,True,False,6.163314804034641,0.5042553191489362,4.1802238475177305,4.35,-0.34999999999999964,131.5,13.5,1.102661596958175,0.7222222222222222,0.5
BOD032,ChIJ6Wqm-Z9tvhQRpt55tZ1NK5c,Paloma Family Club Bitez,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,1201,132.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Mevkii, Bitez Mahallesi Gündönümü, 2156. Sokak, 48400 Bodrum/Muğla, Türkiye",+902523630888,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Paloma%20Family%20Club%20Bitez&query_place_id=ChIJ6Wqm-Z9tvhQRpt55tZ1NK5c,18,True,False,True,False,7.091742115095153,0.7204559088182364,4.389808288342332,4.35,0.05000000000000071,131.5,0.5,1.0038022813688212,0.5555555555555556,0.8888888888888888
BOD033,ChIJoSspwEFsvhQRf9PM8XwZzmc,Ramada Resort by Wyndham Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.3,5,870,206.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kavakli Sarnic Cad, Bitez, 1531. Sk. No:6, 48470 Bodrum/Muğla, Türkiye",+902523194545,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Ramada%20Resort%20by%20Wyndham%20Bodrum&query_place_id=ChIJoSspwEFsvhQRf9PM8XwZzmc,18,True,False,True,False,6.769641976852503,0.6511976047904192,4.322163485528941,4.35,-0.04999999999999982,131.5,74.5,1.5665399239543727,0.9444444444444444,0.6111111111111112
BOD034,ChIJm9mMaCptvhQRksrC-9Oi4lg,Çınar Butik Otel Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,226,69.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Bergamut Cd. No:18, 48470 Bodrum/Muğla, Türkiye",+902522750470,,2026-08-24,https://www.google.com/maps/search/?api=1&query=%C3%87%C4%B1nar%20Butik%20Otel%20Bodrum&query_place_id=ChIJm9mMaCptvhQRksrC-9Oi4lg,18,True,False,True,False,5.424950017481403,0.3265895953757225,4.375448578998073,4.35,0.05000000000000071,131.5,-62.5,0.5247148288973384,0.05555555555555555,0.3333333333333333
BOD035,ChIJwW3ot1FsvhQR9l2PzmY0rzI,Azka Otel - Bardakçı Koyu,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,1926,461.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bardakçı Koyu, Eskiçeşme, Kaptan Kalesi Sk., 48400 Bodrum/Muğla, Türkiye",+902525300010,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Azka%20Otel%20-%20Bardak%C3%A7%C4%B1%20Koyu&query_place_id=ChIJwW3ot1FsvhQR9l2PzmY0rzI,13,True,False,True,False,7.563719668414366,0.8051839464882943,4.070823752787068,4.3,-0.2999999999999998,169.0,292.0,2.727810650887574,0.8461538461538461,0.8461538461538461
BOD036,ChIJGdWqDm5svhQRoL1G8LyU33U,Bodrium Hotel & SPA,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,1102,151.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, Büyük İskender Cd. No:13, 48400 Bodrum/Muğla, Türkiye",+902523169777,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrium%20Hotel%20%26%20SPA&query_place_id=ChIJGdWqDm5svhQRoL1G8LyU33U,13,True,False,True,False,7.005789019253503,0.7028061224489796,4.529726031037415,4.3,0.2999999999999998,169.0,-18.0,0.893491124260355,0.46153846153846156,0.46153846153846156
BOD037,ChIJb6V7XlZsvhQRMLIIPP4BchI,Bodrum Bay Resort,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,3.3,5,1825,414.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, Haremtan Sk. No:1, 48400 Bodrum/Muğla, Türkiye",,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Bay%20Resort&query_place_id=ChIJb6V7XlZsvhQRMLIIPP4BchI,13,True,False,False,False,7.509883061154913,0.7965953731994763,3.51632929579514,4.3,-1.0,169.0,245.0,2.4497041420118344,0.7692307692307693,0.7692307692307693
BOD038,ChIJz-flR21svhQR6aYNONMx9Q4,Casa Mare Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,274,103.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, suat kaya sokak no10, 48400 Bodrum/Muğla, Türkiye",+902523130062,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Mare%20Bodrum&query_place_id=ChIJz-flR21svhQR6aYNONMx9Q4,13,True,False,True,False,5.616771097666572,0.37027027027027026,4.228932995495495,4.3,-0.2999999999999998,169.0,-66.0,0.6094674556213018,0.15384615384615385,0.23076923076923078
BOD039,ChIJyVnm4XtrvhQRWSj607ouwhs,Casa Nonna Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,238,509.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mahallesi İçmeler Mevkii No:60, 48400 Bodrum/Muğla, Türkiye",+905306042200,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Nonna%20Bodrum&query_place_id=ChIJyVnm4XtrvhQRWSj607ouwhs,13,True,False,True,False,5.476463551931511,0.3380681818181818,4.443480705492424,4.3,0.2999999999999998,169.0,340.0,3.0118343195266273,1.0,0.15384615384615385
BOD040,ChIJqeEj9m5svhQRjGIlBcbvQAk,Diamond of Bodrum Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.1,5,3022,175.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Atatürk Cd. No:136, 48400 Bodrum/Muğla, Türkiye",+902522110440,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Diamond%20of%20Bodrum%20Hotel&query_place_id=ChIJqeEj9m5svhQRjGIlBcbvQAk,13,True,False,True,False,8.014004994779459,0.8663990825688074,4.135209408448012,4.3,-0.20000000000000018,169.0,6.0,1.0355029585798816,0.6153846153846154,1.0
