hotel_id,place_id,hotel_name,area,district,province,country,property_category,official_star_rating,google_rating,google_rating_scale,google_review_count,search_price_usd_snapshot,price_note,address,phone,business_status,collected_at,source_url
BOD011,ChIJFYY9bckNvhQRWD8gO42POcY,"Radisson Collection Hotel, Bodrum",Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.9,5,3237,273,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Akyarlar, Ataturk Cad No:352, 48960 Bodrum/Muğla, Türkiye",+902529991510,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Radisson%20Collection%20Hotel%2C%20Bodrum&query_place_id=ChIJFYY9bckNvhQRWD8gO42POcY
BOD012,ChIJtZF5TEBsvhQRedP6E6nR0YA,Selectum Collection Bodrum,Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.5,5,6514,387,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bankev Cad. No:39, 48400 Bodrum/Muğla, Türkiye",+902523918252,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Selectum%20Collection%20Bodrum&query_place_id=ChIJtZF5TEBsvhQRedP6E6nR0YA
BOD013,ChIJgRdtyF8MvhQRcyrv7KcB-qA,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.4,5,1650,,,"Merkez Mah, Barış Manço Cd. No: 4-A, 48960 Bodrum/Muğla, Türkiye",+902523936090,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Sentido%20Bellazure%20-%20Akyarlar%2C%20Bodrum%20/%20Turkey&query_place_id=ChIJgRdtyF8MvhQRcyrv7KcB-qA
BOD014,ChIJXzre1TQNvhQR-TaHvRN7lT4,Suum Bodrum Hotel & Beach,Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.5,5,739,320,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"112 Sk, Akyarlar, Barış Manço Cd., 48960 Bodrum/Muğla, Türkiye",+902523938686,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Suum%20Bodrum%20Hotel%20%26%20Beach&query_place_id=ChIJXzre1TQNvhQR-TaHvRN7lT4
BOD015,ChIJqVtGlmYNvhQRC9vnGKPC0EQ,The Ni Villas Akyarlar,Akyarlar,Bodrum,Muğla,Türkiye,Villa,,5.0,5,44,,,"Akyarlar, Atatürk Cd. No:245, 48960 Bodrum/Muğla, Türkiye",+905552939799,,2026-08-24,https://www.google.com/maps/search/?api=1&query=The%20Ni%20Villas%20Akyarlar&query_place_id=ChIJqVtGlmYNvhQRC9vnGKPC0EQ
BOD016,ChIJ_-zsV2kMvhQRgj8ZRcaPUXg,Xanadu Island,Akyarlar,Bodrum,Muğla,Türkiye,Otel,,4.6,5,2068,1301,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Akyarlar, Ada Caddesi No: 10/1, 48960 Bodrum/Muğla, Türkiye",+902526926238,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Xanadu%20Island&query_place_id=ChIJ_-zsV2kMvhQRgj8ZRcaPUXg
BOD017,ChIJf4088JVyvhQRxeHFgoSXn4s,Ambrosia Otel Beach & Spa,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,1340,142,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Hacıahmetler Mevkii Bitez, Pomelan Cd. No:32, 48470 Bodrum/Muğla, Türkiye",+902523637920,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Ambrosia%20Otel%20Beach%20%26%20Spa&query_place_id=ChIJf4088JVyvhQRxeHFgoSXn4s
BOD018,ChIJh_qp0nVtvhQRhxWt88Qo9gI,Bitez Deniz Hotel - Restaurant - Beach,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,201,190,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1308. Sk., 48400 Bodrum/Turkey Bodrum Area, Türkiye",+902523630190,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bitez%20Deniz%20Hotel%20-%20Restaurant%20-%20Beach&query_place_id=ChIJh_qp0nVtvhQRhxWt88Qo9gI
BOD019,ChIJK3FMz59tvhQRPMvQAr1_6rk,Bitez Garden Life Hotel&Suites,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,2527,102,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Bergamut Cd. No:52, 48400 Bodrum/Muğla, Türkiye",+902523131111,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bitez%20Garden%20Life%20Hotel%26Suites&query_place_id=ChIJK3FMz59tvhQRPMvQAr1_6rk
BOD020,ChIJybxupHVtvhQRKBpK_CDad1Q,Bitez Risa Hotel,Bitez,Bodrum,Muğla,Türkiye,Otel,,3.7,5,919,89,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1310. Sk. No:4, 48470 Bodrum/Muğla, Türkiye",+902522412428,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bitez%20Risa%20Hotel&query_place_id=ChIJybxupHVtvhQRKBpK_CDad1Q
BOD021,ChIJf3a3w55tvhQR0pFtmdOTw2Q,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,Bodrum,Muğla,Türkiye,Otel,,4.5,5,904,1654,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Asarlik Mevkii, Gümbet, Adnan Menderes Cd. No: 89 PK 225, 48400 Bodrum/Muğla, Türkiye",+902523113636,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Caresse%2C%20a%20Luxury%20Collection%20Resort%20%26%20Spa%2C%20Bodrum&query_place_id=ChIJf3a3w55tvhQR0pFtmdOTw2Q
BOD022,ChIJZypVXF1tvhQRAEStQO6WGK0,Dolce Vita Luxury Bungalows,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,214,89,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Söğütlü Cd. no:146/1, 48400 Bodrum/Muğla, Türkiye",+905451584848,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Dolce%20Vita%20Luxury%20Bungalows&query_place_id=ChIJZypVXF1tvhQRAEStQO6WGK0
BOD023,ChIJi1RysUtsvhQR-Vso6pE_bpE,Doria Hotel Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,774,171,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündönümü Mevkii, 1410. Sokak, 48400 Bitez Bodrum/Muğla, Türkiye",+902523111020,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Doria%20Hotel%20Bodrum&query_place_id=ChIJi1RysUtsvhQR-Vso6pE_bpE
BOD024,ChIJQWFo13ltvhQRYJmZ52TPPjE,HAKAN OTEL,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.5,5,311,78,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Mersinli Cd. No:18, 48470 Bodrum/Muğla, Türkiye",+905453496522,,2026-08-24,https://www.google.com/maps/search/?api=1&query=HAKAN%20OTEL&query_place_id=ChIJQWFo13ltvhQRYJmZ52TPPjE
BOD025,ChIJDTaX83ZtvhQR6ooLNcHmOQQ,Halikarya Hotel & Restaurant Beach,Bitez,Bodrum,Muğla,Türkiye,Oda Kahvaltı,,4.1,5,79,101,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Ic Kapi, Bitez, Çökertme Cd. No:76 No:1, 48400 Bodrum/Muğla, Türkiye",+902524127612,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Halikarya%20Hotel%20%26%20Restaurant%20Beach&query_place_id=ChIJDTaX83ZtvhQR6ooLNcHmOQQ
BOD026,ChIJARY9WHRtvhQRelTaH2laRj0,Manuela Otel Bitez,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,871,131,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Pomelan Cd. No:28, 48400 Bodrum/Muğla, Türkiye",+905527545858,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Manuela%20Otel%20Bitez&query_place_id=ChIJARY9WHRtvhQRelTaH2laRj0
BOD027,ChIJ2zrOs3VtvhQRZpab8gpgPUw,Meis Apart Hotel,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.7,5,134,147,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Bergamut Cd. No:52, 48400 Bodrum/Muğla, Türkiye",+902523630005,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Meis%20Apart%20Hotel&query_place_id=ChIJ2zrOs3VtvhQRZpab8gpgPUw
BOD028,ChIJJX6Kg1JtvhQRJQdHx88BYVk,Mira Beach Resort Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,3.3,5,274,72,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Çökertme Cd. No:120, 48470 Bodrum/Muğla, Türkiye",+902522110454,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mira%20Beach%20Resort%20Bodrum&query_place_id=ChIJJX6Kg1JtvhQRJQdHx88BYVk
BOD029,ChIJG-s9xMptvhQRGYhqgZLQw2Y,Mumu Bodrum Hotel,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.9,5,71,133,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1303. Sk. No:6, 48470 Bodrum/Muğla, Türkiye",+905413159714,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mumu%20Bodrum%20Hotel&query_place_id=ChIJG-s9xMptvhQRGYhqgZLQw2Y
BOD030,ChIJZat9EHVtvhQR_YVjYQPaSPY,Natur Garden Hotel Bitez Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,3.9,5,964,104,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, 1312. Sk. No:1, 48470 Bodrum/Muğla, Türkiye",+902523450437,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Natur%20Garden%20Hotel%20Bitez%20Bodrum&query_place_id=ChIJZat9EHVtvhQR_YVjYQPaSPY
BOD031,ChIJWeStgXZtvhQRGNA-9SWD1xk,Okaliptus Otel,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,474,145,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Pomelan Cd., 48470 Bodrum/Muğla, Türkiye",+902523637957,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Okaliptus%20Otel&query_place_id=ChIJWeStgXZtvhQRGNA-9SWD1xk
BOD032,ChIJ6Wqm-Z9tvhQRpt55tZ1NK5c,Paloma Family Club Bitez,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,1201,132,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Mevkii, Bitez Mahallesi Gündönümü, 2156. Sokak, 48400 Bodrum/Muğla, Türkiye",+902523630888,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Paloma%20Family%20Club%20Bitez&query_place_id=ChIJ6Wqm-Z9tvhQRpt55tZ1NK5c
BOD033,ChIJoSspwEFsvhQRf9PM8XwZzmc,Ramada Resort by Wyndham Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.3,5,870,206,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kavakli Sarnic Cad, Bitez, 1531. Sk. No:6, 48470 Bodrum/Muğla, Türkiye",+902523194545,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Ramada%20Resort%20by%20Wyndham%20Bodrum&query_place_id=ChIJoSspwEFsvhQRf9PM8XwZzmc
BOD034,ChIJm9mMaCptvhQRksrC-9Oi4lg,Çınar Butik Otel Bodrum,Bitez,Bodrum,Muğla,Türkiye,Otel,,4.4,5,226,69,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bitez, Bergamut Cd. No:18, 48470 Bodrum/Muğla, Türkiye",+902522750470,,2026-08-24,https://www.google.com/maps/search/?api=1&query=%C3%87%C4%B1nar%20Butik%20Otel%20Bodrum&query_place_id=ChIJm9mMaCptvhQRksrC-9Oi4lg
BOD035,ChIJwW3ot1FsvhQR9l2PzmY0rzI,Azka Otel - Bardakçı Koyu,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,1926,461,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bardakçı Koyu, Eskiçeşme, Kaptan Kalesi Sk., 48400 Bodrum/Muğla, Türkiye",+902525300010,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Azka%20Otel%20-%20Bardak%C3%A7%C4%B1%20Koyu&query_place_id=ChIJwW3ot1FsvhQR9l2PzmY0rzI
BOD036,ChIJGdWqDm5svhQRoL1G8LyU33U,Bodrium Hotel & SPA,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,1102,151,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, Büyük İskender Cd. No:13, 48400 Bodrum/Muğla, Türkiye",+902523169777,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrium%20Hotel%20%26%20SPA&query_place_id=ChIJGdWqDm5svhQRoL1G8LyU33U
BOD037,ChIJb6V7XlZsvhQRMLIIPP4BchI,Bodrum Bay Resort,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,3.3,5,1825,414,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, Haremtan Sk. No:1, 48400 Bodrum/Muğla, Türkiye",,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Bay%20Resort&query_place_id=ChIJb6V7XlZsvhQRMLIIPP4BchI
BOD038,ChIJz-flR21svhQR6aYNONMx9Q4,Casa Mare Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,274,103,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, suat kaya sokak no10, 48400 Bodrum/Muğla, Türkiye",+902523130062,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Mare%20Bodrum&query_place_id=ChIJz-flR21svhQR6aYNONMx9Q4
BOD039,ChIJyVnm4XtrvhQRWSj607ouwhs,Casa Nonna Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,238,509,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mahallesi İçmeler Mevkii No:60, 48400 Bodrum/Muğla, Türkiye",+905306042200,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Nonna%20Bodrum&query_place_id=ChIJyVnm4XtrvhQRWSj607ouwhs
BOD040,ChIJqeEj9m5svhQRjGIlBcbvQAk,Diamond of Bodrum Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.1,5,3022,175,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Atatürk Cd. No:136, 48400 Bodrum/Muğla, Türkiye",+902522110440,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Diamond%20of%20Bodrum%20Hotel&query_place_id=ChIJqeEj9m5svhQRjGIlBcbvQAk
BOD041,ChIJg044KVZsvhQRr4Ud9rwcZYA,La Quinta by Wyndham Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.3,5,1764,169,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme Mh, Bardakçı Sk. No:29, 48400 Bodrum/Muğla, Türkiye",+902523450090,,2026-08-24,https://www.google.com/maps/search/?api=1&query=La%20Quinta%20by%20Wyndham%20Bodrum&query_place_id=ChIJg044KVZsvhQRr4Ud9rwcZYA
BOD042,ChIJPxuR8hFsvhQRlxMn8dN2TlI,Mandarin Resort Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,3.9,5,1647,135,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Dr. Mümtaz Ataman Cd. No:27, 48400 Bodrum/Muğla, Türkiye",+902523450453,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mandarin%20Resort%20Hotel&query_place_id=ChIJPxuR8hFsvhQRlxMn8dN2TlI
BOD043,ChIJqVpIA2JtvhQRHEuqj5n7bz8,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Resort Otel,,4.7,5,1575,481,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Değirmenler Mevkii, Eskiçeşme, Haremtan Sk., 48400 Bodrum/Muğla, Türkiye",+902523164848,,2026-08-24,https://www.google.com/maps/search/?api=1&query=METT%20Hotel%20%26%20Beach%20Resort%20Bodrum&query_place_id=ChIJqVpIA2JtvhQRHEuqj5n7bz8
BOD044,ChIJd_IxssJtvhQRRaGntjJV7oU,Noa Suite Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.8,5,98,71,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Güvercin Sk. No:20, 48400 Bodrum/Muğla, Türkiye",+905076510521,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Noa%20Suite%20Hotel&query_place_id=ChIJd_IxssJtvhQRRaGntjJV7oU
BOD045,ChIJGUkl_VBsvhQRhaJGNtf2b_Q,Salmakis Resort & Spa,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.2,5,2681,142,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bardakcı Koyu, Eskiçeşme, Salmakis Cd. No:7, 48400 Bodrum/Muğla, Türkiye",+902523166507,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Salmakis%20Resort%20%26%20Spa&query_place_id=ChIJGUkl_VBsvhQRhaJGNtf2b_Q
BOD046,ChIJLcWrMBdtvhQRNeCOGk70ZYE,Senses Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.7,5,1035,148,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Atatürk Cd. No:179, 48400 Bodrum/Muğla, Türkiye",+902523132373,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Senses%20Hotel&query_place_id=ChIJLcWrMBdtvhQRNeCOGk70ZYE
BOD047,ChIJB_Y3_BBsvhQRK4aYUqtoLGI,The Marmara Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.7,5,987,198,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yokuşbaşı, Sulu Hasan Cd. No:18, 48400 Bodrum/Muğla, Türkiye",+902529991010,,2026-08-24,https://www.google.com/maps/search/?api=1&query=The%20Marmara%20Bodrum&query_place_id=ChIJB_Y3_BBsvhQRK4aYUqtoLGI
BOD048,ChIJW7-Z9-hvvhQRACntL8CkDZw,Babana Hotel,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.7,5,221,132,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"29th Street, Türkbükü, Akdeniz Street No: 5, 48483 Bodrum/Muğla, Türkiye",+902523577198,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Babana%20Hotel&query_place_id=ChIJW7-Z9-hvvhQRACntL8CkDZw
BOD049,ChIJUbH2xLlvvhQRCVaq4tttTgY,Casa Del Mar Bodrum,Göltürkbükü,Bodrum,Muğla,Türkiye,Turistik Pansiyon,,4.6,5,263,135,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy, Akdeniz Cd. No: 63, 48400 Bodrum/Muğla, Türkiye",+905423141453,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Del%20Mar%20Bodrum&query_place_id=ChIJUbH2xLlvvhQRCVaq4tttTgY
BOD050,ChIJoZNUrrlvvhQRtKmU1DNfnzk,Daphnis Hotel Gölköy,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.3,5,590,88,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"37. Sokak, Akdeniz Cd. No: 1, 48450 Bodrum/Muğla, Türkiye",+905526577088,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Daphnis%20Hotel%20G%C3%B6lk%C3%B6y&query_place_id=ChIJoZNUrrlvvhQRtKmU1DNfnzk
BOD051,ChIJY-RkJbhvvhQRw99m7CRb_w0,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.4,5,373,162,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mevkii, Gölköy, 36. Sk. No:1 D:1, 48400 Bodrum/Muğla, Türkiye",+902523578118,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Faros%20Bodrum%20Hotel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC&query_place_id=ChIJY-RkJbhvvhQRw99m7CRb_w0
BOD052,ChIJLbUXL7pvvhQRHM5GVHR2Rg0,Flamm Bodrum,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.5,5,766,219,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Akdeniz Cd, 30. Sk. No:3, 48400 Bodrum/Muğla, Türkiye",+902523577600,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Flamm%20Bodrum&query_place_id=ChIJLbUXL7pvvhQRHM5GVHR2Rg0
BOD053,ChIJaSEKq-lvvhQRZeKHVS45qRI,Gölköy Suites,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.4,5,212,172,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mah. Akdeniz Cad, 33. Sk. No:5 D:7, 48483 Bodrum/Muğla, Türkiye",+902523577981,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%B6lk%C3%B6y%20Suites&query_place_id=ChIJaSEKq-lvvhQRZeKHVS45qRI
