complaint_id,canonical_complaint_url,hotel_id,hotel_name,reply_order,reply_author_type,reply_date_raw,reply_text
kefaluka-otelinde-televizyon-arizasi-ve-vasat-yemek-hizmeti,https://www.sikayetvar.com/kefaluka-resort/kefaluka-otelinde-televizyon-arizasi-ve-vasat-yemek-hizmeti,BOD007,Kefaluka Resort,1,COMPANY,14 Haziran 16:58,"Değerli Misafirimiz, 

Öncelikle geri bildiriminizi bizimle paylaştığınız için teşekkür ederiz.

Konaklamanız sırasında beklentilerinizi tam olarak karşılayamamış olmaktan dolayı üzüntü duyduğumuzu belirtmek isteriz. Yemek çeşitliliği ve lezzet algısı kişisel tercihlere göre farklılık gösterebilmekle birlikte, yorumlarınızı ilgili departmanlarımızla paylaşacağımızdan emin olabilirsiniz.

A la carte restoranlarımızla ilgili olarak ise, konseptimiz gereği ücretsiz kullanım hakkı 5 gece ve üzeri konaklayan misafirlerimize sunulmaktadır. Bununla birlikte, misafir memnuniyetini ön planda tutarak zaman zaman inisiyatif kullanılarak farklı uygulamalar gerçekleştirilebilmektedir. Ancak bu durum tamamen restoranlarımızın müsaitlik durumuna bağlı olup garanti edilememektedir. Bu nedenle talep edilen tarihlerde yer bulunamaması söz konusu olabilmektedir.

Televizyonlarla ilgili yaşadığınız sorun konusunda kayıtlarımız incelendiğinde, tarafımıza yalnızca bir kez arıza bildirimi yapıldığı görülmektedir. İlgili talep teknik ekibimize iletilmiş ve gerekli kontroller gerçekleştirilmiştir. Konaklamanız süresince sorunun devam etmesi halinde tekrar bilgi verilmesi durumunda ek müdahale sağlanabilirdi. Bununla birlikte, yaşadığınız memnuniyetsizliği anlıyor ve geri bildiriminizi dikkate alıyoruz.

Yorumlarınız, hizmet kalitemizi geliştirmemiz açısından bizim için değerlidir. Görüşlerinizi paylaştığınız için tekrar teşekkür ederiz.

Saygılarımızla, 

Kefaluka Resort Bodrum Misafir İlişkileri Ekibi"
kefaluka-resort-hijyen-acisindan-endiselendirdi,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-hijyen-acisindan-endiselendirdi,BOD007,Kefaluka Resort,1,COMPANY,13 Haziran 16:21,"Değerli Misafirimiz Barış Bey, 

Yorumunuzu üzülerek okuduk. Ancak paylaşımınızda yer alan bazı hususların gerçeği tam olarak yansıtmadığını belirtmek isteriz.

Çocuk oyun alanlarıyla ilgili tarafımıza ilettiğiniz geri bildiriminiz üzerine gerekli kontroller ilgili departmanlarımız tarafından gerçekleştirilmiştir. Yapılan incelemelerde, iddia ettiğiniz şekilde bir hijyen veya güvenlik sorunu tespit edilmemiştir. Çocuk alanlarımız düzenli bakım ve temizlik programları kapsamında kontrol edilmekte olup, misafirlerimizin güvenliği ve konforu konusunda taviz verilmemektedir.

A la carte restoranlarımızla ilgili olarak ise tüm rezervasyon süreçleri, misafirlerimize giriş sırasında ve bilgi materyallerimizde açıkça belirtilen kurallar doğrultusunda yürütülmektedir. Restoranlarımızın kullanım hakkı müsaitlik ve rezervasyon durumuna bağlıdır. Talebiniz üzerine ekibimiz sizlere yardımcı olmaya çalışmış, ancak ilgili gün için müsaitlik bulunmadığından alternatif seçenekler sunulmuştur. Bu durum misafirlerimizi zorlamak amacıyla değil, tüm misafirlerimize eşit hizmet verebilmek adına uygulanan standart operasyon prosedürüdür.

Sahil ve yiyecek-içecek hizmetleri konusunda ise tesisimizde belirlenmiş servis noktaları ve görevli ekiplerimiz bulunmaktadır. Yoğun dönemlerde kısa süreli beklemeler yaşanabilse de, misafirlerimizin hizmet alamadığı yönündeki değerlendirmenize katılmamaktayız.

Ayrıca konaklamanız sırasında görüşlerinizi bizimle paylaşmanız üzerine ilgili departman yöneticilerimiz tarafından konu değerlendirilmiş ve tarafınıza gerekli bilgilendirme yapılmıştır. Talebinizin karşılanamaması, konunun dikkate alınmadığı anlamına gelmemektedir.

Her misafirimizin görüşüne saygı duyuyor, hizmet kalitemizi geliştirmek adına tüm geri bildirimleri değerlendirmeye devam ediyoruz.

Saygılarımızla, 

Kefaluka Resort Bodrum Misafir İlişkileri Ekibi"
balayi-konseptinde-sunulan-haklarin-eksikligi-ve-ilgisiz-otel-yonetimi,https://www.sikayetvar.com/kefaluka-resort/balayi-konseptinde-sunulan-haklarin-eksikligi-ve-ilgisiz-otel-yonetimi,BOD007,Kefaluka Resort,1,COMPANY,19 Ekim 2025 21:23,"Sayın Misafirimiz, 

Konaklamanızla ilgili detaylı incelememiz tamamlanmıştır.
Belirtmiş olduğunuz konuların tamamı kayıtlar, sistem raporları ve kamera görüntüleri üzerinden değerlendirilmiştir.

Öncelikle, otelimiz doğayla iç içe bir konumda yer almakta olup bu durum açıkça hem tanıtım materyallerinde hem de rezervasyon öncesi tüm platformlarda belirtilmektedir. Konumdan kaynaklı erişim koşulları, tesisimizin doğa temalı yapısının doğal bir sonucudur.

Hizmet kalitemiz, misafir değerlendirmeleriyle de açık biçimde görüleceği üzere, bölgemizdeki en yüksek standarttadır.

Minibarınız 07.10, 08.10 ve 09.10 tarihlerinde yenilenmiştir. 10.10 ve 11.10 tarihlerinde ise kapınızda dnd (Rahatsız Etmeyiniz) kartı bulunduğundan oda servisi yapılmamıştır. Çıkış günü yapılan son kontrolde sıvı sabun dolumunun eksiksiz şekilde tamamlandığı tespit edilmiştir.

Banyonuzla ilgili teknik ekibimiz tarafından yapılan incelemede herhangi bir akıntı veya arıza tespit edilmemiştir. “Banyo göl gibiydi” ifadesi mevcut bulgularla örtüşmemektedir.

Ana restoran saatlerinde kısa süreli yoğunluk yaşanabilmektedir; bu durum tüm büyük tesislerde görülen olağan bir süreçtir. Ayrıca tarafınıza tahsis edilen oda, ana restoran bölgesine en yakın konumlardan biridir.

A La Carte restoran konusuna gelince; rezervasyon esnasında her iki misafir de Misafir İlişkileri Departmanımızda bulunmaktaydı. Bu sırada, “masa fark etmez, yeter ki restoranda yerimiz olsun” şeklinde bir beyanda bulunulmuştur. Buna rağmen, akşam yemeği öncesinde tarafınıza farklı masa alternatifleri de sunulmuş, ancak bu seçenekler kabul edilmemiştir.
Size ayrılan masa, çam kenarında, açık manzaralı ve iki kişi olmanıza rağmen dört kişilik olarak ö. Şekilde düzenlenmiştir.

Personelimizin hiçbir aşamada kaba ya da ilgisiz davrandığına dair herhangi bir kanıt bulunmamaktadır. Tüm süreç boyunca ekip, çözüm üretmek ve sizi memnun etmek adına azami çabayı göstermiştir.

Tarafımıza ilettiğiniz “ücretsiz konaklama uzatımı” talebiniz, yaşanan durumların gerçeğe dayalı olmadığı kanaatiyle uygun bulunmamıştır.
Konaklamanız boyunca personelimize yönelik haksız ithamların yanı sıra, odada içeceklerin yere döküldüğü ve düzenin bozulduğu da kayıt altına alınmıştır. Bu durum, tesis kurallarımıza açıkça aykırıdır.

Yaşanan memnuniyetsizliğinizin otel kaynaklı olmadığı net şekilde tespit edilmiştir. Bu nedenle, tarafımızdan herhangi bir telafi uygulaması yapılmayacaktır.

Saygılarımızla, 
Kefaluka Resort Yönetimi"
kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,BOD007,Kefaluka Resort,1,COMPANY,12 Ekim 2025 14:17,"Sayın Misafirimiz, 

Konaklamanızla ilgili detaylı incelememiz tamamlanmıştır.
Belirtmiş olduğunuz konuların tamamı kayıtlar, sistem raporları ve kamera görüntüleri üzerinden değerlendirilmiştir.

Öncelikle, otelimiz doğayla iç içe bir konumda yer almakta olup bu durum açıkça hem tanıtım materyallerinde hem de rezervasyon öncesi tüm platformlarda belirtilmektedir. Konumdan kaynaklı erişim koşulları, tesisimizin doğa temalı yapısının doğal bir sonucudur.

Hizmet kalitemiz, misafir değerlendirmeleriyle de açık biçimde görüleceği üzere, bölgemizdeki en yüksek standarttadır.

Minibarınız 07.10, 08.10 ve 09.10 tarihlerinde yenilenmiştir. 10.10 ve 11.10 tarihlerinde ise kapınızda dnd (Rahatsız Etmeyiniz) kartı bulunduğundan oda servisi yapılmamıştır. Çıkış günü yapılan son kontrolde sıvı sabun dolumunun eksiksiz şekilde tamamlandığı tespit edilmiştir.

Banyonuzla ilgili teknik ekibimiz tarafından yapılan incelemede herhangi bir akıntı veya arıza tespit edilmemiştir. “Banyo göl gibiydi” ifadesi mevcut bulgularla örtüşmemektedir.

Ana restoran saatlerinde kısa süreli yoğunluk yaşanabilmektedir; bu durum tüm büyük tesislerde görülen olağan bir süreçtir. Ayrıca tarafınıza tahsis edilen oda, ana restoran bölgesine en yakın konumlardan biridir.

A La Carte restoran konusuna gelince; rezervasyon esnasında her iki misafir de Misafir İlişkileri Departmanımızda bulunmaktaydı. Bu sırada, “masa fark etmez, yeter ki restoranda yerimiz olsun” şeklinde bir beyanda bulunulmuştur. Buna rağmen, akşam yemeği öncesinde tarafınıza farklı masa alternatifleri de sunulmuş, ancak bu seçenekler kabul edilmemiştir.
Size ayrılan masa, çam kenarında, açık manzaralı ve iki kişi olmanıza rağmen dört kişilik olarak ö. Şekilde düzenlenmiştir.

Personelimizin hiçbir aşamada kaba ya da ilgisiz davrandığına dair herhangi bir kanıt bulunmamaktadır. Tüm süreç boyunca ekip, çözüm üretmek ve sizi memnun etmek adına azami çabayı göstermiştir.

Tarafımıza ilettiğiniz “ücretsiz konaklama uzatımı” talebiniz, yaşanan durumların gerçeğe dayalı olmadığı kanaatiyle uygun bulunmamıştır.
Konaklamanız boyunca personelimize yönelik haksız ithamların yanı sıra, odada içeceklerin yere döküldüğü ve düzenin bozulduğu da kayıt altına alınmıştır. Bu durum, tesis kurallarımıza açıkça aykırıdır.

Yaşanan memnuniyetsizliğinizin otel kaynaklı olmadığı net şekilde tespit edilmiştir. Bu nedenle, tarafımızdan herhangi bir telafi uygulaması yapılmayacaktır.

Saygılarımızla, 
Kefaluka Resort Yönetimi"
kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,BOD007,Kefaluka Resort,2,USER,12 Ekim 2025 14:51,"Ben misafirler için yazıyorum inan ki yazdıklarımın hepsi doğru. Sıvı sabun günlerce doldurulmadı biz söylemeden. Aşağı arayıp da dolduruldu. Biz ellerimizi banyodaki şampuanla yıkadık. Mini bar asla yenilenmedi. Sadece 1 kez yenilendi odada su bile yok raporlarınızı kayıtlarınızı yanlış tutmuşsunuz ya da tutmamışsınız çoğu konuda birbirinizden haberiniz olmadığı gibi bu konuda da birbirinizden haberiniz yok. Ya da anlamak istemiyor. Ben A*** hanımdan teyit almak için soru yöneltirken sözünü kesiyor A*** hanımı konuşturmadı ve en sonunda masadan kalkıp gitti. Bugün çıkış için ayrılırken resepsiyon, misafir ilişkileri sizinle görüşmek istiyor dedi k*** bey buyurun benimle görüşmek istemişsiniz dedi hayır resepsiyon sizin görüşmek istediğinizi söyledi dedim ve yazdığım şikayetlerden konuyu açtı buradan ne kadar değişik olduklarını anlayabilirsiniz. Sizinle de asla görüşmek istemiyoruz zaten konuşmak istemediğimi bile yüzünüze de belirttim. Biz buraya kavgaya gelmedik balayı tatiline geldik keşke gelmeseydik. Biz bu sabah 5,5 gibi susuzluktan telefon açmak zorunda kaldık dolapta kalan son 1 gazozu içmek zorunda kaldık ilk önce. Odaya kırmızı yazıyı asmıyoruz ki temizliğe geliniyor o zaman yarım yamalak olan temizliğinizi de yapamazdınız. Bizim su için kaç defa aradığımızı bir kontrol edin edebiliyorsanız onu da tabii. İnsanız ya bir su içiyoruz bir yemek yiyoruz ihtiyaç olarak onu bile karşılayamıyorsunuz. Temizliğe gelinip mini bar doldurulmadı üstüne basa basa tekrar ediyorum. Biz sizden ne kola ne gazoz ne bira istiyoruz odaya su koyun yeterli.
Banyo konusunda bizim en az 2 ya da 3 kez aradığımız benim hatırladığım. Banyo tamamen göl gibiydi kesinlikle doğru teknik ekibinizle görüşün ben görmedim ama 2 ayrı kişi görmüş olmalı ben odadaydım hazırlandığım için konuşamadım. Bir de bizi yalancı konumuna mı sokacaksınız midem bulandı artık bu otelden bir an önce kurtulmak istiyorum. Oteldeyiz mümkünse müdür k*** beyin yöneticisi ya da üstü birisiyle görüşüp şikayette bulunmak istiyoruz. Bu kadarına pes artık inanılır gibi değilsiniz. Resmen dalga geçiyor bizimle."
kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,BOD007,Kefaluka Resort,3,USER,12 Ekim 2025 15:00,Gerçeğe dayalı olmamak? Komik. Hepsi hayal ürünüydü. Siz bizim aklımızla dalga mı geçiyorsunuz? Başka bir kelime karşılığınız yok. Biz telafi ya da özür istediğimizi açıkça belirttik. Özür dilemediniz ben her yere her yaptığınızı yazmaya devam edeceğim
kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,BOD007,Kefaluka Resort,4,COMPANY,12 Ekim 2025 18:05,"Sayın Misafirimiz, 

Yorumunuzu ve ilave açıklamanızı dikkatle okuduk.
Otelimizde konakladığınız süre boyunca tüm hizmet süreçleriniz, kayıtlar ve departman raporları üzerinden yeniden incelenmiştir.

Tarafınızdan bahsedilen minibar, temizlik ve teknik konuların her biri sistemde zaman ve personel kaydıyla birlikte bulunmaktadır. Minibar yenileme işlemi 07.10, 08.10 ve 09.10 tarihlerinde yapılmıştır; 10.10 ve 11.10 tarihlerinde ise kapınızda “Rahatsız Etmeyiniz” içinde

Teknik Servis ekibimiz tarafından odanızda yapılan kontrollerde herhangi bir su kaçağı, arıza ya da banyo taşması tespit edilmemiştir. “Banyo göl gibiydi” ifadesiyle ilgili somut bir bulguya rastlanmamıştır.

Misafir İlişkileri Departmanımız ve yöneticilerimiz, konaklamanız süresince sizinle iletişim kurmaya ve çözüm üretmeye çalışmıştır. Görüşmeler sırasında size ve eşinize karşı herhangi bir saygısızlık veya olumsuz tutum kesinlikle sergilenmemiştir. Tüm ekip, otel standartları gereği misafirlere daima saygılı bir şekilde hizmet verir.

Bununla birlikte, kişisel memnuniyetsizliklerinizi “yalan beyanda bulunma” veya “kasıtlı yanlış tutum” gibi iddialarla personelimize yöneltmeniz kabul edilemez. Bu tür ithamlar gerçeği yansıtmamaktadır.
Otelimizde her misafire eşit, şeffaf ve kayıt altına alınan hizmet sunulmaktadır; hiçbir işlem keyfi değildir.

Tüm bu bilgiler ışığında, tarafımızca herhangi bir ihmal ya da kusur tespit edilmemiştir.
Dolayısıyla tarafımıza yönelttiğiniz ağır ve gerçeğe dayanmayan ifadeleri reddediyoruz.

Otelimiz, her zaman olduğu gibi, gerçek misafir memnuniyetine dayalı hizmet anlayışını sürdürecektir.

Saygılarımızla,
Kefaluka Resort Yönetimi"
kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,BOD007,Kefaluka Resort,5,USER,12 Ekim 2025 18:14,Kayıt oluşturulmuş peki çözümlenmiş mi? Yaptığınız hataları kabul etseniz artık. Özür dilemeniz gerekirken yalan yanlış bilmeden yazıyorsunuz. Hakkımızı size helal etmiyoruz. Bir taraf doğruyu söylemiyor demek ki çatıştığımıza göre. Size mini bar doldurulmadı diyorum ne diye uzatabilirim bu konuyu. Büyük harflerle yazıyorum buraya tüm kamu görsün. Ve tarih belirtiyorsunuz yazık size. Biz tatil boyunca elimizden geldiğince derli toplu ve tertemiz tuttuk odayı 1 hafta boyunca odaya su bile koymayan otel için miymiş yanlış yapmışız keşke bu kadar iyi niyetli yaklaşmasaymışız
kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-balayi-tatilimizde-buyuk-hayal-kirikligi-hizmet-ve-ilgi-sifir,BOD007,Kefaluka Resort,6,USER,14 Ekim 2025 01:59,Müşteri ilişkileri müdürü k*** beyin balayı misafirimiz için seçtiğimiz en güzel en manzaralı masa diyerek aklımızla alay ettiği kendi reklamlarında bile fotoğraflarda gözükmeyen duvar kenarındaki masa. Bizimle açıkça dalga geçiyor fotoğrafta ok işareti ile göstermeye çalıştığım en kör noktadaki en tercih edilmeyen masayı bize en özel masa demesi kabul edilemez. Otel yönetiminin geri dönüşünü bekliyor olacağım.
otel-odasinda-kapi-calmadan-girilmesi-mahremiyetimi-zedeledi,https://www.sikayetvar.com/kefaluka-resort/otel-odasinda-kapi-calmadan-girilmesi-mahremiyetimi-zedeledi,BOD007,Kefaluka Resort,1,COMPANY,12 Ekim 2025 18:47,"Sayın Misafirimiz, 

Öncelikle yaşadığınız deneyim için üzüntülerimizi belirtmek isteriz. Otelimizde, misafirlerimizin mahremiyeti ve güvenliği her zaman önceliğimizdir ve standart prosedürlerimiz doğrultusunda temizlik hizmetleri, misafirlerimizin konforunu aksatmayacak şekilde yürütülmektedir. 11.10.2025 tarihinde yaşanan istem dışı durum, kesinlikle alışılmış uygulamalarımızın dışında gerçekleşmiştir. İlgili personelimize gerekli uyarılar yapılmış ve benzer bir durumun tekrar yaşanmaması için tüm önlemler alınmıştır.

Yaşadığınız olumsuz deneyimi telafi etmek amacıyla konaklamanız süresince ücretsiz geç çıkış hakkı sağlanmıştır. Mahremiyetiniz ve güvenliğiniz bizim için son derece önemlidir; bu nedenle, benzer bir durumun tekrar yaşanmaması için tüm süreçlerimizi gözden geçirdik.

Sizi tekrar otelimizde ağırlamayı ve çok daha güvenli, huzurlu bir konaklama deneyimi sunmayı temenni ederiz.

Saygılarımızla, 
Kefaluka Resort Yönetimi"
hijyen-ve-guvenlik-sorunlari-nedeniyle-hayal-kirikligi-yaratan-tatil-deneyimi,https://www.sikayetvar.com/kefaluka-resort/hijyen-ve-guvenlik-sorunlari-nedeniyle-hayal-kirikligi-yaratan-tatil-deneyimi,BOD007,Kefaluka Resort,1,COMPANY,20 Ağustos 2025 17:34,"Sayın Misafirimiz, 

Görüşlerinizi bizimle paylaştığınız için teşekkür ederiz. Öncelikle, konaklamanız sırasında yaşadığınız deneyimin beklentilerinizi karşılamamış olmasından dolayı üzüntü duyduğumuzu belirtmek isteriz.

Belirtmiş olduğunuz konularla ilgili kayıtlarımız incelendiğinde, üç günlük konaklamanız boyunca odanıza her gün düzenli olarak temizlik hizmeti verildiği görülmektedir. Ayrıca tarafınızdan iki kez ekstra temizlik talebi alınmış olup, görevli personelimiz odaya gittiğinde tarafınızca “daha sonra gelin” denilerek temizlik ertelenmiştir.

Teknik veya temizlik ile ilgili bildirdiğiniz her konuya, departmanlarımız tarafından anında müdahale edilmiş ve gerekli işlemler yapılmıştır. Bunun yanı sıra, tarafınızla iki kez yüz yüze görüşme talebimiz ne yazık ki karşılanmamıştır. Odanızla ilgili şikayetiniz üzerine tarafınıza oda değişikliği seçeneği de sunulmuş, ancak bu teklif tarafınızca kabul edilmemiştir.

İlk giriş yaptığınız gün, oda ile ilgili memnuniyetsizliğinizi Misafir İlişkileri ekibimizle paylaştığınızda, çalışanımıza telefonda yüksek sesle hitap etmiş olmanız ise üzüntüyle not edilmiştir.

Tüm bu süreçte ekibimiz, konforlu bir konaklama geçirmeniz için gereken desteği sağlamış ve her türlü çözümü sunmuştur. Misafirlerimizin memnuniyeti her zaman önceliğimizdir; geri bildiriminizi hizmet standartlarımızı geliştirme yönünde dikkate aldığımızı bilmenizi isteriz.

Saygılarımızla, 
Kefaluka Resort Misafir İlişkileri"
yemek-saatleri-bilgilendirilmemesi-ve-cocuklu-aileler-icin-yetersiz-karsilama,https://www.sikayetvar.com/kefaluka-resort/yemek-saatleri-bilgilendirilmemesi-ve-cocuklu-aileler-icin-yetersiz-karsilama,BOD007,Kefaluka Resort,1,USER,8 Ağustos 2025 20:33,"Adil yaklaşım derken 11'den itibaren otelinize gelebilecekken 16:30'da giriş yaptık ve mevcut haklarımızdan zaten yararlanmadık. Savunma yapıp size bir buket verdik diyorsunuz orada yoldan gelmiş insanların 20 dakika sonra restoranların kapatacağını ikaz Edip önce restorana geçer misiniz demek neden aklınıza gelmedi, 10 dakika içerisinde makinalı tüfek gibi her şeyi arka arkaya sıralarken buna dikkat etmemizi beklemekten ziyade yanımızda küçük çocuğumuz varken sizin bu uyarıyı yapacak tecrübeye sahip olmanızı beklerdim. Hadi bu aklınıza gelmedi peki Otelinizde on'a yakın restoran varken küçük çocuğuyla yoldan gelmiş insanlara sizin için ne hazırlatalım demek sanırım size adaletsiz geldi. Ücretini aldığınız bir hizmetin nezaket içinde karşılığını vermek kalite göstergesidir."
yemek-saatleri-bilgilendirilmemesi-ve-cocuklu-aileler-icin-yetersiz-karsilama,https://www.sikayetvar.com/kefaluka-resort/yemek-saatleri-bilgilendirilmemesi-ve-cocuklu-aileler-icin-yetersiz-karsilama,BOD007,Kefaluka Resort,2,COMPANY,9 Ağustos 2025 10:48,"Değerli Misafirimiz, 

Öncelikle görüşlerinizi bizimle paylaştığınız için teşekkür ederiz. Konaklamanız sırasında yaşadığınız memnuniyetsizliği üzüntüyle karşıladığımızı belirtmek isteriz.

Sabah 08:00’den gece 00:00’a kadar açık olan Teras Barımızda tatlı ve atıştırmalık ikramlarımız, içecek çeşitlerimiz her zaman hazırdır. Bu alanımızdan, oda teslim saatinizi beklerken faydalanmanız mümkündür.

Küçük çocuğunuzdan bahsederek yaşadığınız durumu özellikle dile getirmenizi anlıyoruz; ancak personelimiz, aynı anda pek çok süreci yönetmekte ve tüm misafirlerimize adil yaklaşmaya özen göstermektedir. Restoranlarımızın kapanış saatleri bellidir ve bu saatler içinde yönlendirme yapılması için azami gayret gösterilmektedir.

Görüşleriniz tarafımızca değerlendirilmiş olup, operasyon süreçlerimiz belirlenmiş standartlar çerçevesinde devam etmektedir. Sizleri tekrar ağırlamaktan memnuniyet duyarız.

Saygılarımızla, 
Kefaluka Resort Bodrum
Misafir İlişkileri Departmanı"
yemek-saatleri-bilgilendirilmemesi-ve-cocuklu-aileler-icin-yetersiz-karsilama,https://www.sikayetvar.com/kefaluka-resort/yemek-saatleri-bilgilendirilmemesi-ve-cocuklu-aileler-icin-yetersiz-karsilama,BOD007,Kefaluka Resort,3,USER,9 Ağustos 2025 16:45,Yarattığınız süreç için defalarca otelinizde şikayette bulunmama rağmen üzüntü duyduğunuzu yazmanız okuyucuları etkilemeye yönelik sahte sözler maalesef. Misafirperverliğinizi okuyucuların takdirine bırakıyorum.
otel-rezervasyonunda-yasanan-buyuk-magduriyet-1,https://www.sikayetvar.com/kefaluka-resort/otel-rezervasyonunda-yasanan-buyuk-magduriyet-1,BOD007,Kefaluka Resort,1,COMPANY,4 Ağustos 2025 11:19,"Sayın Misafirimiz,

Öncelikle yaşamış olduğunuz bu talihsiz durumdan dolayı büyük bir üzüntü duyduğumuzuzu içtenlikle belirtmek isteriz. Her ne kadar bu olay otelimizin resmî kanallarının tamamen dışında gerçekleşmiş olsa da, markamızın adının böyle bir dolandırıcılık girişiminde kullanılması hem bizi hem de turizm sektörünü derinden yaralamaktadır.

Maalesef, son yıllarda turizm sektöründe artan dijital dolandırıcılık faaliyetleri nedeniyle birçok tesisin adı ve kurumsal kimliği kötü niyetli kişiler tarafından izinsiz ve sahte yollarla kullanılmaktadır. Bu durumdan bizim gibi birçok otel etkilenmekte ve ne yazık ki bazı misafirlerimiz mağduriyet yaşayabilmektedir.

Şunun altını özellikle çizmek isteriz:
🔹 Resmî rezervasyon ve iletişim yalnızca bu site üzerindeki sabit telefon numaramız ve kurumsal e-posta adreslerimiz aracılığıyla yürütülmektedir.
🔹 Otelimizin hiçbir şekilde resmî bir WhatsApp rezervasyon hattı yoktur.

Bu ve benzeri dolandırıcılık girişimleriyle ilgili olarak tarafımızca hem BTK hem de siber suçlar birimlerine defalarca bildirimde bulunulmuş, gerekli teknik ve hukuki adımlar atılmıştır. Ancak ilgili kişi ya da kişilerin bulunması ve adalete teslim edilmesi, kolluk kuvvetleri ve adli makamların yürüttüğü soruşturmalarla mümkündür.

Yaşadığınız mağduriyetin farkındayız ve bu süreçte her türlü bilgi ve belge paylaşımı konusunda size destek olmaya hazır olduğumuzu bilmenizi isteriz. Elinizdeki sahte rezervasyon belgelerini bizimle paylaşırsanız, resmi kurumlara yapılacak başvurular için dosyanıza destek olabilecek ek bilgiler sağlayabiliriz.

Tüm kalbimizle diliyoruz ki bu durumu en kısa zamanda ve en az zararla atlatırsınız. Yaşadığınız bu olumsuz deneyime rağmen sizi ileride gerçek Kefaluka Resort deneyimi ile ağırlamaktan büyük memnuniyet duyacağımızı belirtmek isteriz.

Saygılarımızla,
Kefaluka Resort Otel Yönetimi"
sahte-web-sitesi-uzerinden-kefaluka-otel-rezervasyonunda-magduriyet,https://www.sikayetvar.com/kefaluka-resort/sahte-web-sitesi-uzerinden-kefaluka-otel-rezervasyonunda-magduriyet,BOD007,Kefaluka Resort,1,COMPANY,4 Ağustos 2025 11:41,"Sayın Misafirimiz, 

Öncelikle yaşadığınız bu üzücü durumdan dolayı geçmiş olsun dileklerimizi iletmek isteriz.

Belirttiğiniz şekilde, otelimizin adı ve kurumsal kimliği kullanılarak gerçekleştirilen bu tür dolandırıcılık girişimleri son zamanlarda artış göstermiştir. Ne yazık ki bazı kişi ya da gruplar, internet ortamında sahte web siteleri, reklamlar ve telefon numaraları aracılığıyla otelimizi temsil ediyormuş gibi davranarak misafirleri yanıltmaktadır.

Tarafımızca bu sahte oluşumlarla ilgili olarak defalarca BTK, Emniyet ve ilgili yasal mercilere başvurularda bulunulmuş, konu düzenli olarak takip edilmektedir. Ancak bu yapıların hızlı biçimde yayılabilmesi, otelimizin bilgisi dışında gelişen dolandırıcılıkları maalesef tamamen engelleyememektedir.

Şunu önemle belirtmek isteriz:
✅ Otelimizin tek resmî web sitesi adresidir.
✅ Hiçbir şekilde WhatsApp üzerinden rezervasyon ya da ödeme alınmamaktadır.
✅ İletişim yalnızca resmî telefon ve e-posta adresleri üzerinden sağlanmaktadır.

Yaşadığınız bu durum bizim için de hassastır. Konuya gösterdiğiniz duyarlılık için teşekkür eder, ilgili kişi veya kişilerin adalete teslim edilmesi için gerekli tüm desteği vermeye hazır olduğumuzu bildiririz.

Saygılarımızla, 
Kefaluka Resort Bodrum Yönetim"
sahte-web-sitesi-uzerinden-kefaluka-otel-rezervasyonunda-magduriyet,https://www.sikayetvar.com/kefaluka-resort/sahte-web-sitesi-uzerinden-kefaluka-otel-rezervasyonunda-magduriyet,BOD007,Kefaluka Resort,2,USER,6 Ağustos 2025 21:15,Çok kez aramanız ve nazik yaklaşımınız için teşekkür ederiz umarım bu kişilerin bulunması için bir gelişme sağlayabilirsiniz.
